Payment No,Type,Date,Name ID,Name,Method,Check/Ref No,Currency,Amount,Exchange Rate,Amount (USD),Applied To,Applied Amount,Unapplied
PMT-31742,Receipt,04/13/2026,C-0132,Jubilee Cantina,ACH,861241809100978,USD,"1,998.32",1.0000,"1,998.32",INV-10436,"1,998.32",0.00
PMT-31743,Receipt,04/13/2026,C-0143,Gorge Valley Co-op,ACH,686661950043736,USD,"15,743.40",1.0000,"15,743.40",INV-10321,"15,743.40",0.00
PMT-31744,Receipt,04/13/2026,C-0163,Elk Rock Provisions,ACH,115885572718753,USD,"17,058.13",1.0000,"17,058.13",INV-10322,"17,058.13",0.00
PMT-31745,Receipt,04/13/2026,C-0183,Madrona Food Co-op,ACH,251478433625539,USD,"13,269.11",1.0000,"13,269.11",INV-10338,"13,269.11",0.00
PMT-31746,Receipt,04/13/2026,C-0273,Coldwater Creek Market,CHECK,8562,USD,"25,055.15",1.0000,"25,055.15",INV-10351,"25,055.15",0.00
PMT-31747,Receipt,04/13/2026,C-0301,Alpenkost GmbH,WIRE,FT1004308078,EUR,"10,376.62",1.0816,"11,223.35",INV-9896,"10,376.62",0.00
PMT-31748,Receipt,04/13/2026,C-0330,Alder Street Market,ACH,117817727268991,USD,"21,946.30",1.0000,"21,946.30",INV-10303,"21,946.30",0.00
PMT-31749,Receipt,04/13/2026,C-0335,Mountain Grocers Inc.,CHECK,525,USD,"23,092.42",1.0000,"23,092.42",INV-10353,"23,092.42",0.00
PMT-31750,Receipt,04/13/2026,C-0359,Yew Grill,ACH,295331223304928,USD,748.95,1.0000,748.95,INV-10462,748.95,0.00
PMT-31751,Receipt,04/13/2026,C-0379,Filbert & Oak Market,ACH,801537321936149,USD,"15,169.61",1.0000,"15,169.61",INV-10367,"15,169.61",0.00
PMT-31752,Receipt,04/13/2026,C-0399,Larch Mountain Mercantile,CHECK,1535,USD,"26,807.25",1.0000,"26,807.25",INV-10349,"26,807.25",0.00
PMT-31753,Receipt,04/14/2026,C-0012,Olallie Market,CHECK,8874,USD,"17,135.71",1.0000,"17,135.71",INV-10323,"17,135.71",0.00
PMT-31754,Receipt,04/14/2026,C-0147,Vashon Island Market,ACH,286871644314812,USD,"25,275.22",1.0000,"25,275.22",INV-10375,"25,275.22",0.00
PMT-31755,Receipt,04/14/2026,C-0357,Mountain Grocers LLC,ACH,406160302177682,USD,"24,488.05",1.0000,"24,488.05",INV-10408,"24,488.05",0.00
PMT-31756,Receipt,04/14/2026,C-0396,Driftwood Pantry,ACH,216251808421876,USD,"15,865.90",1.0000,"15,865.90",INV-10385,"15,865.90",0.00
PMT-31757,Receipt,04/15/2026,C-0133,Sawtooth Natural Foods,ACH,311822733845251,USD,"13,466.98",1.0000,"13,466.98",INV-10336,"13,466.98",0.00
PMT-31758,Receipt,04/15/2026,C-0414,Belmont Natural Foods,ACH,451456925898553,USD,"16,942.27",1.0000,"16,942.27",INV-10374,"16,942.27",0.00
PMT-31759,Receipt,04/16/2026,C-0045,Bridgetown Pantry,CHECK,3258,USD,"21,684.60",1.0000,"21,684.60",INV-10360,"21,684.60",0.00
PMT-31760,Receipt,04/16/2026,C-0088,Palouse Provisions,CHECK,4896,USD,"14,701.41",1.0000,"14,701.41",INV-10373,"14,701.41",0.00
PMT-31761,Receipt,04/16/2026,C-0380,Quill Grill,ACH,534716266872451,USD,"1,932.96",1.0000,"1,932.96",INV-10477,"1,932.96",0.00
PMT-31762,Receipt,04/17/2026,C-0001,Meadowlark Bistro,CHECK,15,USD,"2,577.47",1.0000,"2,577.47",INV-10458,"2,577.47",0.00
PMT-31763,Receipt,04/17/2026,C-0237,Plover Supper Club,CHECK,8674,USD,"1,308.42",1.0000,"1,308.42",INV-10431,"1,308.42",0.00
PMT-31764,Receipt,04/17/2026,C-0308,Northstar Deli,ACH,797617902929998,USD,"2,180.16",1.0000,"2,180.16",INV-10473,"2,180.16",0.00
PMT-31765,Receipt,04/17/2026,C-0389,Umpqua Valley Foods,ACH,692603223379517,USD,"14,088.31",1.0000,"14,088.31",INV-10366,"14,088.31",0.00
PMT-31766,Receipt,04/20/2026,C-0031,Oyster Taproom,CHECK,9167,USD,"2,135.45",1.0000,"2,135.45",INV-10449,"2,135.45",0.00
PMT-31767,Receipt,04/20/2026,C-0033,Treasure Valley Market,CHECK,8741,USD,"26,197.30",1.0000,"26,197.30",INV-10386,"26,197.30",0.00
PMT-31768,Receipt,04/20/2026,C-0037,Bellwether Tavern,ACH,223487791272191,USD,"3,903.22",1.0000,"3,903.22",INV-10486,"3,903.22",0.00
PMT-31769,Receipt,04/20/2026,C-0055,Lumen Kitchen,ACH,248813402226918,USD,"2,864.35",1.0000,"2,864.35",INV-10491,"2,864.35",0.00
PMT-31770,Receipt,04/20/2026,C-0089,Kinfolk Pizzeria,ACH,781064699208447,USD,"1,369.77",1.0000,"1,369.77",INV-10459,"1,369.77",0.00
PMT-31771,Receipt,04/20/2026,C-0089,Kinfolk Pizzeria,ACH,765021894649879,USD,"3,323.82",1.0000,"3,323.82",INV-10503,"3,323.82",0.00
PMT-31772,Receipt,04/20/2026,C-0105,Whidbey Harvest Co-op,ACH,282251866112907,USD,"11,717.66",1.0000,"11,717.66",INV-10416,"11,717.66",0.00
PMT-31773,Receipt,04/20/2026,C-0115,Gull Eatery,ACH,455380143579032,USD,"4,033.34",1.0000,"4,033.34",INV-10460,"4,033.34",0.00
PMT-31774,Receipt,04/20/2026,C-0129,Anchor Pizzeria,CHECK,354,USD,"3,791.77",1.0000,"3,791.77",INV-10444,"3,791.77",0.00
PMT-31775,Receipt,04/20/2026,C-0143,Gorge Valley Co-op,ACH,805264724794496,USD,"18,860.46",1.0000,"18,860.46",INV-10400,"18,860.46",0.00
PMT-31776,Receipt,04/20/2026,C-0186,Hawthorne Fresh Market,ACH,356673431002398,USD,"27,013.20",1.0000,"27,013.20",INV-10361,"27,013.20",0.00
PMT-31777,Receipt,04/20/2026,C-0193,Quinault Country Store,CHECK,7036,USD,"23,641.48",1.0000,"23,641.48",INV-10379,"23,641.48",0.00
PMT-31778,Receipt,04/20/2026,C-0198,GREEN VALLEY COOP #2,CHECK,1962,USD,"21,009.71",1.0000,"21,009.71",INV-10401,"21,009.71",0.00
PMT-31779,Receipt,04/20/2026,C-0200,Ember Lane Grocers,CHECK,6308,USD,"16,980.43",1.0000,"16,980.43",INV-10343,"16,980.43",0.00
PMT-31780,Receipt,04/20/2026,C-0206,Otter Brasserie,CHECK,139,USD,"1,106.18",1.0000,"1,106.18",INV-10488,"1,106.18",0.00
PMT-31781,Receipt,04/20/2026,C-0233,Rose City Market Hall,ACH,943658726858475,USD,"27,098.29",1.0000,"27,098.29",INV-10380,"27,098.29",0.00
PMT-31782,Receipt,04/20/2026,C-0281,Tidewater Deli,CHECK,1281,USD,"1,276.54",1.0000,"1,276.54",INV-10426,"1,276.54",0.00
PMT-31783,Receipt,04/20/2026,C-0329,Oxbow Smokehouse,ACH,093022106318462,USD,"2,400.00",1.0000,"2,400.00",INV-10430,"2,400.00",0.00
PMT-31784,Receipt,04/20/2026,C-0331,Ironwood Grocery,ACH,705993986191253,USD,"18,621.98",1.0000,"18,621.98",INV-10347,"18,621.98",0.00
PMT-31785,Receipt,04/20/2026,C-0400,Salmonberry Market,CHECK,8655,USD,"25,282.19",1.0000,"25,282.19",INV-10420,"25,282.19",0.00
PMT-31786,Receipt,04/20/2026,C-0406,Wharf Cantina,CHECK,4515,USD,"2,723.76",1.0000,"2,723.76",INV-10495,"2,723.76",0.00
PMT-31787,Receipt,04/20/2026,C-0415,Kestrel Market Hall,ACH,945359654320279,USD,"25,563.69",1.0000,"25,563.69",INV-10363,"25,563.69",0.00
PMT-31788,Receipt,04/21/2026,C-0096,Pioneer Square Provisions,ACH,631459382447356,USD,"16,764.84",1.0000,"16,764.84",INV-10362,"16,764.84",0.00
PMT-31789,Receipt,04/21/2026,C-0107,Green Valley Co-op,CHECK,3543,USD,"18,545.31",1.0000,"18,545.31",INV-10391,"18,545.31",0.00
PMT-31790,Receipt,04/21/2026,C-0335,Mountain Grocers Inc.,CHECK,7558,USD,"25,376.90",1.0000,"25,376.90",INV-10402,"25,376.90",0.00
PMT-31791,Receipt,04/21/2026,C-0351,Yeoman Brasserie,CHECK,4427,USD,"2,589.78",1.0000,"2,589.78",INV-10455,"2,589.78",0.00
PMT-31792,Receipt,04/22/2026,C-0012,Olallie Market,CHECK,5813,USD,"26,628.77",1.0000,"26,628.77",INV-10418,"26,628.77",0.00
PMT-31793,Receipt,04/22/2026,C-0183,Madrona Food Co-op,ACH,964497777451863,USD,"14,771.31",1.0000,"14,771.31",INV-10422,"14,771.31",0.00
PMT-31794,Receipt,04/22/2026,C-0301,Alpenkost GmbH,WIRE,FT3163466838,EUR,"9,695.94",1.0913,"10,581.18",INV-9890,"9,695.94",0.00
PMT-31795,Receipt,04/22/2026,C-0428,Birchwood Bistro,CHECK,6904,USD,"3,549.64",1.0000,"3,549.64",INV-10517,"3,549.64",0.00
PMT-31796,Receipt,04/23/2026,C-0208,Ursa Noodle House,ACH,605419537919109,USD,"1,721.60",1.0000,"1,721.60",INV-10504,"1,721.60",0.00
PMT-31797,Receipt,04/23/2026,C-0219,Huckleberry Grill,ACH,243391388824359,USD,"2,485.52",1.0000,"2,485.52",INV-10464,"2,485.52",0.00
PMT-31798,Receipt,04/23/2026,C-0420,Nehalem Bay Grocers,CHECK,4859,USD,"25,340.41",1.0000,"25,340.41",INV-10368,"25,340.41",0.00
PMT-31799,Receipt,04/24/2026,C-0037,Bellwether Tavern,ACH,499157733125636,USD,"1,118.39",1.0000,"1,118.39",INV-10510,"1,118.39",0.00
PMT-31800,Receipt,04/24/2026,C-0130,Cinder Kitchen,ACH,746615850520285,USD,"2,804.75",1.0000,"2,804.75",INV-10461,"2,804.75",0.00
PMT-31801,Receipt,04/24/2026,C-0330,Alder Street Market,ACH,692016912003419,USD,"19,210.48",1.0000,"19,210.48",INV-10399,"19,210.48",0.00
PMT-31802,Receipt,04/24/2026,C-0390,Dogwood Bistro,ACH,539271507134135,USD,"3,223.65",1.0000,"3,223.65",INV-10505,"3,223.65",0.00
PMT-31803,Receipt,04/24/2026,C-0427,Deschutes Food Hall,ACH,590498740257601,USD,"11,368.92",1.0000,"11,368.92",INV-10443,"11,368.92",0.00
PMT-31804,Receipt,04/27/2026,C-0027,Cascade Harvest Grocers,CHECK,5677,USD,"19,736.94",1.0000,"19,736.94",INV-10394,"19,736.94",0.00
PMT-31805,Receipt,04/27/2026,C-0046,Yakima Orchard Market,ACH,237924036181201,USD,"20,391.96",1.0000,"20,391.96",INV-10381,"20,391.96",0.00
PMT-31806,Receipt,04/27/2026,C-0047,Gable Brasserie,ACH,219734210991164,USD,"3,288.07",1.0000,"3,288.07",INV-10512,"3,288.07",0.00
PMT-31807,Receipt,04/27/2026,C-0050,Aster Kitchen,ACH,273685741848539,USD,"4,000.61",1.0000,"4,000.61",INV-10463,"4,000.61",0.00
PMT-31808,Receipt,04/27/2026,C-0064,Juniper Hill Foods,ACH,214480454187386,USD,"22,461.23",1.0000,"22,461.23",INV-10415,"22,461.23",0.00
PMT-31809,Receipt,04/27/2026,C-0090,Zigzag Mountain Grocery,CHECK,7953,USD,"22,322.79",1.0000,"22,322.79",INV-10411,"22,322.79",0.00
PMT-31810,Receipt,04/27/2026,C-0093,Heron Cafe,ACH,376042835144569,USD,"3,574.86",1.0000,"3,574.86",INV-10492,"3,574.86",0.00
PMT-31811,Receipt,04/27/2026,C-0112,Loam Bakery,CHECK,3131,USD,"3,055.24",1.0000,"3,055.24",INV-10474,"3,055.24",0.00
PMT-31812,Receipt,04/27/2026,C-0133,Sawtooth Natural Foods,ACH,655685102703105,USD,"12,070.27",1.0000,"12,070.27",INV-10428,"12,070.27",0.00
PMT-31813,Receipt,04/27/2026,C-0136,Redtail Brasserie,CHECK,5248,USD,"1,859.03",1.0000,"1,859.03",INV-10511,"1,859.03",0.00
PMT-31814,Receipt,04/27/2026,C-0147,Vashon Island Market,ACH,141571218931365,USD,"23,238.19",1.0000,"23,238.19",INV-10437,"23,238.19",0.00
PMT-31815,Receipt,04/27/2026,C-0237,Plover Supper Club,CHECK,2735,USD,"3,261.65",1.0000,"3,261.65",INV-10499,"3,261.65",0.00
PMT-31816,Receipt,04/27/2026,C-0261,Harbor Tavern,ACH,751463435579291,USD,"1,984.46",1.0000,"1,984.46",INV-10500,"1,984.46",0.00
PMT-31817,Receipt,04/27/2026,C-0297,Canopy Deli,CHECK,5098,USD,788.25,1.0000,788.25,INV-10515,788.25,0.00
PMT-31818,Receipt,04/27/2026,C-0331,Ironwood Grocery,ACH,712941022729713,USD,"26,479.75",1.0000,"26,479.75",INV-10454,"26,479.75",0.00
PMT-31819,Receipt,04/27/2026,C-0348,Foxglove Market,ACH,057897043079280,USD,"27,246.68",1.0000,"27,246.68",INV-10409,"27,246.68",0.00
PMT-31820,Receipt,04/28/2026,C-0186,Hawthorne Fresh Market,ACH,757979350609831,USD,"25,722.89",1.0000,"25,722.89",INV-10438,"25,722.89",0.00
PMT-31821,Receipt,04/28/2026,C-0204,Foundry Bakery,CHECK,3608,USD,"2,450.20",1.0000,"2,450.20",INV-10514,"2,450.20",0.00
PMT-31822,Receipt,04/28/2026,C-0218,Undertow Bakery,ACH,954967162258878,USD,"4,192.04",1.0000,"4,192.04",INV-10545,"4,192.04",0.00
PMT-31823,Receipt,04/28/2026,C-0396,Driftwood Pantry,ACH,424432025335597,USD,"25,267.05",1.0000,"25,267.05",INV-10427,"25,267.05",0.00
PMT-31824,Receipt,04/29/2026,C-0163,Elk Rock Provisions,ACH,181557337309288,USD,"21,299.02",1.0000,"21,299.02",INV-10412,"21,299.02",0.00
PMT-31825,Receipt,04/29/2026,C-0218,Undertow Bakery,ACH,913934888455026,USD,"2,354.75",1.0000,"2,354.75",INV-10489,"2,354.75",0.00
PMT-31826,Receipt,04/29/2026,C-0306,Tillamook Road Grocery,CHECK,8999,USD,"22,428.39",1.0000,"22,428.39",INV-10395,"22,428.39",0.00
PMT-31827,Receipt,04/29/2026,C-0399,Larch Mountain Mercantile,CHECK,4287,USD,"21,063.10",1.0000,"21,063.10",INV-10450,"21,063.10",0.00
PMT-31828,Receipt,04/30/2026,C-0069,Riverbend Natural Grocers,ACH,625425005507011,USD,"15,900.92",1.0000,"15,900.92",INV-10410,"15,900.92",0.00
PMT-31829,Receipt,04/30/2026,C-0088,Palouse Provisions,CHECK,5566,USD,"11,978.31",1.0000,"11,978.31",INV-10465,"11,978.31",0.00
PMT-31830,Receipt,04/30/2026,C-0115,Gull Eatery,ACH,270465212051640,USD,"3,297.06",1.0000,"3,297.06",INV-10478,"3,297.06",0.00
PMT-31831,Receipt,04/30/2026,C-0273,Coldwater Creek Market,CHECK,3239,USD,"21,169.35",1.0000,"21,169.35",INV-10417,"21,169.35",0.00
PMT-31832,Receipt,04/30/2026,C-0275,Tamarack Smokehouse,CHECK,5246,USD,"1,534.22",1.0000,"1,534.22",INV-10483,"1,534.22",0.00
PMT-31833,Receipt,05/01/2026,C-0050,Aster Kitchen,ACH,537887587468975,USD,"3,288.58",1.0000,"3,288.58",INV-10487,"3,288.58",0.00
PMT-31834,Receipt,05/01/2026,C-0200,Ember Lane Grocers,CHECK,2914,USD,"28,128.51",1.0000,"28,128.51",INV-10413,"28,128.51",0.00
PMT-31835,Receipt,05/01/2026,C-0301,Alpenkost GmbH,WIRE,FT3201902148,EUR,"5,212.36",1.0990,"5,728.38",INV-9934,"5,212.36",0.00
PMT-31836,Receipt,05/01/2026,C-0357,Mountain Grocers LLC,ACH,003679900748673,USD,"15,705.30",1.0000,"15,705.30",INV-10423,"15,705.30",0.00
PMT-31837,Receipt,05/01/2026,C-0369,Eddy Pizzeria,CHECK,4605,USD,"2,229.04",1.0000,"2,229.04",INV-10501,"2,229.04",0.00
PMT-31838,Receipt,05/01/2026,C-0379,Filbert & Oak Market,ACH,515024187219242,USD,"26,928.94",1.0000,"26,928.94",INV-10424,"26,928.94",0.00
PMT-31839,Receipt,05/01/2026,C-0420,Nehalem Bay Grocers,CHECK,975,USD,"12,393.77",1.0000,"12,393.77",INV-10452,"12,393.77",0.00
PMT-31840,Receipt,05/04/2026,C-0105,Whidbey Harvest Co-op,ACH,875775624286335,USD,"17,108.04",1.0000,"17,108.04",INV-10498,"17,108.04",0.00
PMT-31841,Receipt,05/04/2026,C-0122,Owyhee Mercantile,ACH,596169751578772,USD,"27,657.31",1.0000,"27,657.31",INV-10435,"27,657.31",0.00
PMT-31842,Receipt,05/04/2026,C-0183,Madrona Food Co-op,ACH,899789022334287,USD,"19,026.90",1.0000,"19,026.90",INV-10466,"19,026.90",0.00
PMT-31843,Receipt,05/04/2026,C-0273,Coldwater Creek Market,CHECK,5114,USD,"18,748.89",1.0000,"18,748.89",INV-10493,"18,748.89",0.00
PMT-31844,Receipt,05/04/2026,C-0281,Tidewater Deli,CHECK,5094,USD,"1,476.37",1.0000,"1,476.37",INV-10531,"1,476.37",0.00
PMT-31845,Receipt,05/04/2026,C-0297,Canopy Deli,CHECK,2121,USD,"3,837.93",1.0000,"3,837.93",INV-10494,"3,837.93",0.00
PMT-31846,Receipt,05/04/2026,C-0306,Tillamook Road Grocery,CHECK,2848,USD,"25,671.58",1.0000,"25,671.58",INV-10470,"25,671.58",0.00
PMT-31847,Receipt,05/04/2026,C-0335,Mountain Grocers Inc.,CHECK,3431,USD,"13,145.62",1.0000,"13,145.62",INV-10475,"13,145.62",0.00
PMT-31848,Receipt,05/04/2026,C-0348,Foxglove Market,ACH,264103876127142,USD,"22,064.11",1.0000,"22,064.11",INV-10484,"22,064.11",0.00
PMT-31849,Receipt,05/04/2026,C-0381,Rookery Cafe,ACH,174415868188379,USD,"3,444.09",1.0000,"3,444.09",INV-10490,"3,444.09",0.00
PMT-31850,Receipt,05/04/2026,C-0414,Belmont Natural Foods,ACH,076381800743894,USD,"18,163.25",1.0000,"18,163.25",INV-10447,"18,163.25",0.00
PMT-31851,Receipt,05/04/2026,C-0415,Kestrel Market Hall,ACH,848884723253649,USD,"17,701.52",1.0000,"17,701.52",INV-10446,"17,701.52",0.00
PMT-31852,Receipt,05/05/2026,C-0163,Elk Rock Provisions,ACH,034925095413153,USD,"22,694.03",1.0000,"22,694.03",INV-10481,"22,694.03",0.00
PMT-31853,Receipt,05/05/2026,C-0177,Quarterdeck Tavern,CHECK,8567,USD,"1,272.36",1.0000,"1,272.36",INV-10529,"1,272.36",0.00
PMT-31854,Receipt,05/05/2026,C-0264,Vale Brasserie,ACH,285918590954017,USD,"2,212.10",1.0000,"2,212.10",INV-10558,"2,212.10",0.00
PMT-31855,Receipt,05/05/2026,C-0295,Zephyr Bakery,ACH,226121222239080,USD,"2,121.90",1.0000,"2,121.90",INV-10571,"2,121.90",0.00
PMT-31856,Receipt,05/05/2026,C-0349,Dovetail Taproom,ACH,161414518351888,USD,"2,884.82",1.0000,"2,884.82",INV-10550,"2,884.82",0.00
PMT-31857,Receipt,05/06/2026,C-0096,Pioneer Square Provisions,ACH,588262063662577,USD,"20,156.87",1.0000,"20,156.87",INV-10457,"20,156.87",0.00
PMT-31858,Receipt,05/06/2026,C-0121,Upland Kitchen,ACH,736952043746234,USD,"3,430.57",1.0000,"3,430.57",INV-10513,"3,430.57",0.00
PMT-31859,Receipt,05/06/2026,C-0133,Sawtooth Natural Foods,ACH,176799838880010,USD,"23,596.99",1.0000,"23,596.99",INV-10480,"23,596.99",0.00
PMT-31860,Receipt,05/06/2026,C-0298,Nimbus Cafe,ACH,433266153253417,USD,"2,645.37",1.0000,"2,645.37",INV-10532,"2,645.37",0.00
PMT-31861,Receipt,05/06/2026,C-0337,Saffron Taproom,CHECK,9680,USD,"3,035.48",1.0000,"3,035.48",INV-10572,"3,035.48",0.00
PMT-31862,Receipt,05/07/2026,C-0014,Rivet Supper Club,CHECK,1206,USD,"1,844.79",1.0000,"1,844.79",INV-10521,"1,844.79",0.00
PMT-31863,Receipt,05/07/2026,C-0046,Yakima Orchard Market,ACH,636228099043571,USD,"20,933.03",1.0000,"20,933.03",INV-10456,"20,933.03",0.00
PMT-31864,Receipt,05/07/2026,C-0056,Granary Pizzeria,CHECK,2711,USD,"1,467.26",1.0000,"1,467.26",INV-10587,"1,467.26",0.00
PMT-31865,Receipt,05/07/2026,C-0069,Riverbend Natural Grocers,ACH,952061055319841,USD,"15,402.42",1.0000,"15,402.42",INV-10497,"15,402.42",0.00
PMT-31866,Receipt,05/07/2026,C-0081,Fernwood Grill,CHECK,5877,USD,"1,456.65",1.0000,"1,456.65",INV-10557,"1,456.65",0.00
PMT-31867,Receipt,05/07/2026,C-0146,Jetty Tavern,ACH,210303842217782,USD,"2,562.11",1.0000,"2,562.11",INV-10528,"2,562.11",0.00
PMT-31868,Receipt,05/07/2026,C-0389,Umpqua Valley Foods,ACH,295187061129556,USD,"23,285.19",1.0000,"23,285.19",INV-10445,"23,285.19",0.00
PMT-31869,Receipt,05/07/2026,C-0411,Iris Taproom,ACH,999879687747232,USD,"3,631.28",1.0000,"3,631.28",INV-10537,"3,631.28",0.00
PMT-31870,Receipt,05/07/2026,C-0427,Deschutes Food Hall,ACH,305741130612645,USD,"15,784.59",1.0000,"15,784.59",INV-10485,"15,784.59",0.00
PMT-31871,Receipt,05/08/2026,C-0045,Bridgetown Pantry,CHECK,8824,USD,"26,629.68",1.0000,"26,629.68",INV-10453,"26,629.68",0.00
PMT-31872,Receipt,05/08/2026,C-0154,Green Valley Cooperative Market,CHECK,3996,USD,"26,513.61",1.0000,"26,513.61",INV-10472,"26,513.61",0.00
PMT-31873,Receipt,05/08/2026,C-0143,Gorge Valley Co-op,ACH,629802703757395,USD,"15,912.39",1.0000,"15,912.39",INV-10467,"15,912.39",0.00
PMT-31874,Receipt,05/08/2026,C-0193,Quinault Country Store,CHECK,1079,USD,"25,221.60",1.0000,"25,221.60",INV-10439,"25,221.60",0.00
PMT-31875,Receipt,05/08/2026,C-0198,GREEN VALLEY COOP #2,CHECK,7386,USD,"28,504.16",1.0000,"28,504.16",INV-10482,"28,504.16",0.00
PMT-31876,Receipt,05/08/2026,C-0365,Quarry Bistro,CHECK,9779,USD,"1,331.67",1.0000,"1,331.67",INV-10522,"1,331.67",0.00
PMT-31877,Receipt,05/09/2026,C-0412,Cedar & Salt Bistro,CHECK,4789,USD,"2,980.00",1.0000,"2,980.00",INV-10301,"2,980.00",0.00
PMT-31878,Receipt,05/11/2026,C-0090,Zigzag Mountain Grocery,CHECK,5152,USD,"22,500.87",1.0000,"22,500.87",INV-10479,"22,500.87",0.00
PMT-31879,Receipt,05/11/2026,C-0154,Green Valley Cooperative Market,CHECK,3994,USD,"13,130.59",1.0000,"13,130.59",INV-10508,"13,130.59",0.00
PMT-31880,Receipt,05/11/2026,C-0132,Jubilee Cantina,ACH,636669022528171,USD,"2,884.94",1.0000,"2,884.94",INV-10562,"2,884.94",0.00
PMT-31881,Receipt,05/11/2026,C-0145,Hearth Cantina,CHECK,5991,USD,719.22,1.0000,719.22,INV-10538,719.22,0.00
PMT-31882,Receipt,05/11/2026,C-0189,Ironclad Brasserie,ACH,779994245554873,USD,"3,541.41",1.0000,"3,541.41",INV-10530,"3,541.41",0.00
PMT-31883,Receipt,05/11/2026,C-0233,Rose City Market Hall,ACH,317105612182488,USD,"18,766.80",1.0000,"18,766.80",INV-10451,"18,766.80",0.00
PMT-31884,Receipt,05/11/2026,C-0330,Alder Street Market,ACH,544596688119104,USD,"16,278.68",1.0000,"16,278.68",INV-10468,"16,278.68",0.00
PMT-31885,Receipt,05/11/2026,C-0340,Eastside Cafe,CHECK,3473,USD,"2,796.30",1.0000,"2,796.30",INV-10565,"2,796.30",0.00
PMT-31886,Receipt,05/11/2026,C-0353,Uproot Cafe,ACH,010334022169006,USD,"2,382.20",1.0000,"2,382.20",INV-10603,"2,382.20",0.00
PMT-31887,Receipt,05/11/2026,C-0369,Eddy Pizzeria,CHECK,4783,USD,"2,054.05",1.0000,"2,054.05",INV-10597,"2,054.05",0.00
PMT-31888,Receipt,05/11/2026,C-0389,Umpqua Valley Foods,ACH,552519628400356,USD,"11,104.94",1.0000,"11,104.94",INV-10546,"11,104.94",0.00
PMT-31889,Receipt,05/11/2026,C-0400,Salmonberry Market,CHECK,3450,USD,"14,718.34",1.0000,"14,718.34",INV-10506,"14,718.34",0.00
PMT-31890,Receipt,05/11/2026,C-0404,Cairn Cafe,CHECK,6311,USD,"3,785.15",1.0000,"3,785.15",INV-10573,"3,785.15",0.00
PMT-31891,Receipt,05/12/2026,C-0121,Upland Kitchen,ACH,914007481273459,USD,858.65,1.0000,858.65,INV-10570,858.65,0.00
PMT-31892,Receipt,05/12/2026,C-0122,Owyhee Mercantile,ACH,556262848786229,USD,"21,869.83",1.0000,"21,869.83",INV-10527,"21,869.83",0.00
PMT-31893,Receipt,05/12/2026,C-0200,Ember Lane Grocers,CHECK,726,USD,"17,070.41",1.0000,"17,070.41",INV-10507,"17,070.41",0.00
PMT-31894,Receipt,05/12/2026,C-0291,Lantern Supper Club,ACH,023117776332908,USD,"1,777.82",1.0000,"1,777.82",INV-10602,"1,777.82",0.00
PMT-31895,Receipt,05/12/2026,C-0301,Alpenkost GmbH,WIRE,FT5057839140,EUR,"10,651.30",1.1098,"11,820.81",INV-10088,"10,651.30",0.00
PMT-31896,Receipt,05/12/2026,C-0367,Juniper Eatery,CHECK,5540,USD,"4,318.45",1.0000,"4,318.45",INV-10583,"2,395.92",0.00
PMT-31896,Receipt,05/12/2026,C-0367,Juniper Eatery,CHECK,5540,USD,"4,318.45",1.0000,"4,318.45",INV-10596,"1,922.53",
PMT-31897,Receipt,05/13/2026,C-0064,Juniper Hill Foods,ACH,339408024800388,USD,"17,562.79",1.0000,"17,562.79",INV-10496,"17,562.79",0.00
PMT-31898,Receipt,05/13/2026,C-0291,Lantern Supper Club,ACH,950011654027653,USD,"1,039.88",1.0000,"1,039.88",INV-10559,"1,039.88",0.00
PMT-31899,Receipt,05/14/2026,C-0116,Ember Eatery,CHECK,5221,USD,"1,134.03",1.0000,"1,134.03",INV-10609,"1,134.03",0.00
PMT-31900,Receipt,05/14/2026,C-0135,Vine Bistro,CHECK,2203,USD,"4,075.63",1.0000,"4,075.63",INV-10593,"4,075.63",0.00
PMT-31901,Receipt,05/14/2026,C-0161,Bramble Noodle House,CHECK,6577,USD,"3,856.11",1.0000,"3,856.11",INV-10580,"3,856.11",0.00
PMT-31902,Receipt,05/14/2026,C-0190,Magpie Tavern,CHECK,1736,USD,"1,639.67",1.0000,"1,639.67",INV-10563,"1,639.67",0.00
PMT-31903,Receipt,05/14/2026,C-0305,Bittern Bistro,CHECK,4882,USD,"3,200.15",1.0000,"3,200.15",INV-10594,"3,200.15",0.00
PMT-31904,Receipt,05/14/2026,C-0324,Obsidian Grill,ACH,944707826878271,USD,"2,071.73",1.0000,"2,071.73",INV-10589,"2,071.73",0.00
PMT-31905,Receipt,05/14/2026,C-0357,Mountain Grocers LLC,ACH,733053618022646,USD,"21,933.71",1.0000,"21,933.71",INV-10523,"21,933.71",0.00
PMT-31906,Receipt,05/15/2026,C-0027,Cascade Harvest Grocers,CHECK,5612,USD,"21,094.10",1.0000,"21,094.10",INV-10471,"21,094.10",0.00
PMT-31907,Receipt,05/15/2026,C-0033,Treasure Valley Market,CHECK,6418,USD,"20,503.00",1.0000,"20,503.00",INV-10476,"20,503.00",0.00
PMT-31908,Receipt,05/15/2026,C-0396,Driftwood Pantry,ACH,638182410365696,USD,"25,736.54",1.0000,"25,736.54",INV-10516,"25,736.54",0.00
PMT-31909,Receipt,05/18/2026,C-0012,Olallie Market,CHECK,5375,USD,"12,851.26",1.0000,"12,851.26",INV-10469,"12,851.26",0.00
