Bill No,Vendor ID,Vendor Name,Vendor Ref,Bill Date,Due Date,Currency,Amount,Balance Due,Status
B-20810,V-1015,Deschutes Brewing Supply Co-op,DBS-69926,12/16/2025,01/15/2026,USD,"11,793.60",0.00,Paid
B-20812,V-1127,Nooksack Berry Growers,NBG-54164,01/05/2026,01/20/2026,USD,"9,984.38",0.00,Paid
B-20813,V-1142,Umatilla Specialty Produce,USP-32030,02/02/2026,03/04/2026,USD,"9,373.41",0.00,Paid
B-20814,V-1239,Newberg Nut Growers,NNG-32363,05/27/2026,06/26/2026,USD,"6,721.11",0.00,Paid
B-20815,V-1142,Umatilla Specialty Produce,USP-32444,12/19/2025,01/18/2026,USD,"5,995.27",0.00,Paid
B-20816,V-1266,Silvies River Lamb,SRL-64426,03/24/2026,04/23/2026,USD,"13,830.17",0.00,Paid
B-20818,V-1279,Willamette Valley Creamery,WVC-19155,02/12/2026,03/14/2026,USD,"8,552.08",0.00,Paid
B-20819,V-1193,Chehalis Valley Eggs,CVE-60897,01/19/2026,02/18/2026,USD,"9,183.58",0.00,Paid
B-20820,V-1279,Willamette Valley Creamery,WIL-52590,06/05/2026,07/05/2026,USD,"7,412.30",0.00,Paid
B-20821,V-1236,Kittitas Hay & Grain,KHG-25566,03/04/2026,03/19/2026,USD,"13,151.73",0.00,Paid
B-20822,V-1155,Pacific Fleet Fuel,PFF-25795,01/09/2026,02/08/2026,USD,"3,042.82",0.00,Paid
B-20823,V-1220,Treasure Valley Trucking,TVT-65732,01/14/2026,02/13/2026,USD,769.81,0.00,Paid
B-20824,V-1237,McKenzie River Mills,MRM-67529,04/14/2026,05/14/2026,USD,"9,811.43",0.00,Paid
B-20825,V-1288,Wallowa Grass-Fed Beef,WGB-71982,03/23/2026,04/22/2026,USD,"9,348.10",0.00,Paid
B-20827,V-1274,Olympic Peninsula Mushrooms,OPM-33678,02/03/2026,02/18/2026,USD,"6,992.20",0.00,Paid
B-20829,V-1020,Cascade Coldchain Logistics,CCL-22767,05/20/2026,06/19/2026,USD,"4,698.25",0.00,Paid
B-20830,V-1244,Portland Fleet Wash,PFW-12720,05/18/2026,06/17/2026,USD,353.27,0.00,Paid
B-20831,V-1239,Newberg Nut Growers,NNG-32204,03/31/2026,04/30/2026,USD,"7,267.95",0.00,Paid
B-20832,V-1289,Blue Heron Preserves,BHP-43870,12/19/2025,01/03/2026,USD,"8,671.25",0.00,Paid
B-20833,V-1279,Willamette Valley Creamery,WVC-19174,02/23/2026,03/25/2026,USD,"5,808.10",0.00,Paid
B-20834,V-1119,Cowlitz Creek Farms,CCF-61493,12/17/2025,01/01/2026,USD,"11,282.31",0.00,Paid
B-20835,V-1205,Methow Valley Apples,MVA-59342,04/27/2026,05/12/2026,USD,"9,838.93",0.00,Paid
B-20836,V-1128,Yakima Hop & Herb,YHH-36488,12/19/2025,01/18/2026,USD,"15,060.74",0.00,Paid
B-20837,V-1239,Newberg Nut Growers,NNG-31968,01/19/2026,02/18/2026,USD,"8,806.80",0.00,Paid
B-20838,V-1015,Deschutes Brewing Supply Co-op,DBS-69765,03/25/2026,04/24/2026,USD,"10,104.30",0.00,Paid
B-20839,V-1291,Palouse Lentil Growers,PLG-19406,01/02/2026,01/17/2026,USD,"15,444.69",0.00,Paid
B-20840,V-1261,Columbia Basin Water District,CBW-29318,01/06/2026,01/26/2026,USD,438.03,0.00,Paid
B-20841,V-1223,Malheur Onion Co.,MOC-17244,04/20/2026,05/20/2026,USD,"4,098.11",0.00,Paid
B-20843,V-1078,Rogue Valley Cheese Works,RVC-37542,12/15/2025,01/14/2026,USD,"7,605.70",0.00,Paid
B-20844,V-1236,Kittitas Hay & Grain,KHG-25447,01/14/2026,01/29/2026,USD,"5,554.82",0.00,Paid
B-20845,V-1280,Grande Ronde Poultry,GRP-20320,02/16/2026,03/03/2026,USD,"4,246.46",0.00,Paid
B-20846,V-1011,Klamath Basin Potato Co.,KBP-11815,06/16/2026,07/16/2026,USD,"4,208.81","4,208.81",Open
B-20847,V-1151,Walla Walla Onion Growers,WWO-23285,05/22/2026,06/21/2026,USD,"4,607.32",0.00,Paid
B-20848,V-1155,Pacific Fleet Fuel,PFF-25953,02/25/2026,03/27/2026,USD,"2,546.76",0.00,Paid
B-20849,V-1299,Evergreen Box & Film,EBF-19466,03/04/2026,04/03/2026,USD,"1,174.33",0.00,Paid
B-20850,V-1078,Rogue Valley Cheese Works,RVC-37505,06/23/2026,07/23/2026,USD,"8,549.42","8,549.42",Open
B-20851,V-1291,Palouse Lentil Growers,PLG-19725,12/17/2025,01/01/2026,USD,"6,757.39",0.00,Paid
B-20852,V-1237,McKenzie River Mills,MRM-67541,04/27/2026,05/27/2026,USD,"14,502.16",0.00,Paid
B-20853,V-1200,Yamhill Charcuterie,YC-21323,06/26/2026,07/26/2026,USD,"8,485.67","8,485.67",Open
B-20855,V-1220,Treasure Valley Trucking,TVT-65997,04/06/2026,05/06/2026,USD,"1,041.29",0.00,Paid
B-20856,V-1155,Pacific Fleet Fuel,PFF-25781,01/05/2026,02/04/2026,USD,"2,680.02",0.00,Paid
B-20857,V-1224,Siuslaw Cranberry Growers,SCG-27596,12/22/2025,01/21/2026,USD,"13,692.32",0.00,Paid
B-20858,V-1255,Coquille Dairy Cooperative,CDC-45380,06/26/2026,07/26/2026,USD,"9,321.19","9,321.19",Open
B-20859,V-1227,Blue Mountain Carriers,BMC-59600,03/04/2026,04/03/2026,USD,"1,757.97",0.00,Paid
B-20860,V-1292,Hermiston Melon Farms,HMF-63787,02/19/2026,03/06/2026,USD,"9,378.63",0.00,Paid
B-20862,V-1042,Pacific Coast Packaging LLC,PCP-23409,05/13/2026,06/12/2026,USD,"8,821.86",0.00,Paid
B-20863,V-1216,Chinook Smokehouse Co.,CSC-57184,06/08/2026,07/08/2026,USD,"9,913.98","9,913.98",Open
B-20864,V-1235,Bitterroot Bakehouse Supply,BBS-56793,05/07/2026,06/06/2026,USD,"6,574.76",0.00,Paid
B-20865,V-1284,Hood Canal Oyster Co.,HCO-69376,05/18/2026,06/17/2026,USD,"5,677.92",0.00,Paid
B-20866,V-1205,Methow Valley Apples,MVA-59123,01/12/2026,01/27/2026,USD,"14,926.64",0.00,Paid
B-20867,V-1206,Pend Oreille Wild Rice,POW-23890,03/27/2026,04/26/2026,USD,"14,754.58",0.00,Paid
B-20869,V-1299,Evergreen Box & Film,EBF-19564,06/26/2026,07/26/2026,USD,"4,173.03","4,173.03",Open
B-20870,V-1279,Willamette Valley Creamery,WVC-19435,06/08/2026,07/08/2026,USD,"13,228.34","13,228.34",Open
B-20871,V-1237,McKenzie River Mills,MRM-67633,06/08/2026,07/08/2026,USD,"6,196.15","6,196.15",Open
B-20872,V-1167,Lombard Street Properties LLC,RENT-2026-01,01/01/2026,01/01/2026,USD,"8,500.00",0.00,Paid
B-20873,V-1261,Columbia Basin Water District,CBW-29386,04/01/2026,04/21/2026,USD,499.23,0.00,Paid
B-20874,V-1270,Santiam Canning Co.,SCC-51841,04/03/2026,04/18/2026,USD,"12,507.79",0.00,Paid
B-20876,V-1200,Yamhill Charcuterie,YC-21014,01/12/2026,02/11/2026,USD,"15,606.27",0.00,Paid
B-20877,V-1147,Oregon Coast Seafood Traders,OCS-59118,05/26/2026,06/25/2026,USD,"7,701.83",0.00,Paid
B-20878,V-1058,Ridgeline Express,RE-17601,05/18/2026,06/17/2026,USD,"2,583.19",0.00,Paid
B-20879,V-1142,Umatilla Specialty Produce,USP-32424,06/25/2026,07/25/2026,USD,"13,438.14","13,438.14",Open
B-20880,V-1045,Talent Bridge Staffing,TBS-63776,06/15/2026,07/15/2026,USD,"1,998.45","1,998.45",Open
B-20882,V-1280,Grande Ronde Poultry,GRP-20450,04/16/2026,05/01/2026,USD,"10,143.44",0.00,Paid
B-20883,V-1209,Sound Cartage Co.,SCC-77375,06/26/2026,07/26/2026,USD,"1,019.22","1,019.22",Open
B-20884,V-1173,Nisqually Salmon Co.,NSC-72161,12/08/2025,01/07/2026,USD,"9,246.62",0.00,Paid
B-20885,V-1209,Sound Cartage Co.,SCC-76958,01/13/2026,02/12/2026,USD,"1,839.24",0.00,Paid
B-20886,V-1204,Northwest Reefer Transport,NRT-66812,12/19/2025,01/18/2026,USD,"3,696.71",0.00,Paid
B-20888,V-1280,Grande Ronde Poultry,GRP-20239,01/12/2026,01/27/2026,USD,"14,017.26",0.00,Paid
B-20889,V-1136,Hells Canyon Honey,HCH-37417,04/28/2026,05/28/2026,USD,"9,374.81",0.00,Paid
B-20890,V-1205,Methow Valley Apples,MVA-59330,04/13/2026,04/28/2026,USD,"4,767.56",0.00,Paid
B-20892,V-1128,Yakima Hop & Herb,YHH-36263,03/24/2026,04/23/2026,USD,"15,723.66",0.00,Paid
B-20893,V-1292,Hermiston Melon Farms,HMF-63973,06/04/2026,06/19/2026,USD,"5,994.48",0.00,Paid
B-20894,V-1197,Northgate IT Partners,NIP-72338,01/16/2026,02/15/2026,USD,"2,092.17",0.00,Paid
B-20896,V-1237,McKenzie River Mills,MRM-67270,01/02/2026,02/01/2026,USD,"11,370.22",0.00,Paid
B-20897,V-1277,Metro Waste Haulers,MWH-42774,04/22/2026,05/22/2026,USD,612.26,0.00,Paid
B-20899,V-1132,Rose City Tire & Auto,RCT-28651,01/19/2026,02/18/2026,USD,"1,116.17",0.00,Paid
B-20901,V-1015,Deschutes Brewing Supply Co-op,DBS-69639,01/06/2026,02/05/2026,USD,"10,979.54",0.00,Paid
B-20902,V-1288,Wallowa Grass-Fed Beef,WGB-72236,12/11/2025,01/10/2026,USD,"8,868.25",0.00,Paid
B-20903,V-1288,Wallowa Grass-Fed Beef,WGB-71938,03/09/2026,04/08/2026,USD,"15,128.51",0.00,Paid
B-20904,V-1226,Skagit Valley Grains,SVG-15545,03/17/2026,04/16/2026,USD,"13,045.70",0.00,Paid
B-20906,V-1124,Coos Bay Crab Co.,CBC-43337,05/27/2026,06/26/2026,USD,"15,350.08",0.00,Paid
B-20908,V-1185,Mill Creek Temp Controls,MCT-57685,05/08/2026,06/07/2026,USD,"1,530.31",0.00,Paid
B-20909,V-1124,Coos Bay Crab Co.,CBC-43239,03/27/2026,04/26/2026,USD,"6,781.76",0.00,Paid
B-20911,V-1251,Payette Valley Beef,PVB-56546,01/12/2026,02/11/2026,USD,"12,213.34",0.00,Paid
B-20912,V-1292,Hermiston Melon Farms,HMF-64033,06/24/2026,07/09/2026,USD,"4,457.24","4,457.24",Open
B-20913,V-1279,Willamette Valley Creamery,WVC-19506,06/24/2026,07/24/2026,USD,"6,288.92","6,288.92",Open
B-20914,V-1003,Ridgewire Telecom,RT-27176,01/19/2026,02/08/2026,USD,"1,299.56",0.00,Paid
B-20915,V-1281,Boardman Tree Fruit,BTF-48453,04/28/2026,05/28/2026,USD,"11,199.12",0.00,Paid
B-20916,V-1151,Walla Walla Onion Growers,WWO-22949,01/16/2026,02/15/2026,USD,"5,122.01",0.00,Paid
B-20917,V-1011,Klamath Basin Potato Co.,KBP-11882,12/24/2025,01/23/2026,USD,"6,590.69",0.00,Paid
B-20918,V-1289,Blue Heron Preserves,BHP-43759,05/04/2026,05/19/2026,USD,"8,088.58",0.00,Paid
B-20919,V-1216,Chinook Smokehouse Co.,CSC-56990,02/17/2026,03/19/2026,USD,"11,095.65",0.00,Paid
B-20920,V-1077,Puget Sound Shellfish Co.,PSS-18906,05/06/2026,06/05/2026,USD,"10,063.50",0.00,Paid
B-20921,V-1193,Chehalis Valley Eggs,CVE-60922,02/06/2026,03/08/2026,USD,"7,860.46",0.00,Paid
B-20923,V-1205,Methow Valley Apples,MVA-59302,04/03/2026,04/18/2026,USD,"10,324.58",0.00,Paid
B-20924,V-1011,Klamath Basin Potato Co.,KBP-11553,03/03/2026,04/02/2026,USD,"14,364.10",0.00,Paid
B-20925,V-1235,Bitterroot Bakehouse Supply,BBS-56548,01/01/2026,01/31/2026,USD,"8,870.01",0.00,Paid
B-20926,V-1078,Rogue Valley Cheese Works,RVC-37127,01/06/2026,02/05/2026,USD,"15,643.28",0.00,Paid
B-20927,V-1042,Pacific Coast Packaging LLC,PCP-23248,03/20/2026,04/19/2026,USD,"3,708.37",0.00,Paid
B-20929,V-1206,Pend Oreille Wild Rice,POW-23766,02/23/2026,03/25/2026,USD,"5,641.00",0.00,Paid
B-20930,V-1042,Pacific Coast Packaging LLC,PCP-23385,05/06/2026,06/05/2026,USD,"8,501.69",0.00,Paid
B-20931,V-1042,Pacific Coast Packaging LLC,PCP-88231,02/24/2026,03/26/2026,USD,"14,862.50",0.00,Paid
B-20932,V-1067,Marlowe Ostrander LLP,MOL-28279,05/04/2026,06/03/2026,USD,"3,301.71",0.00,Paid
B-20933,V-1128,Yakima Hop & Herb,YHH-36163,02/05/2026,03/07/2026,USD,"9,263.05",0.00,Paid
B-20934,V-1216,Chinook Smokehouse Co.,CSC-57118,04/22/2026,05/22/2026,USD,"6,807.06",0.00,Paid
B-20935,V-1155,Pacific Fleet Fuel,PFF-26179,04/30/2026,05/30/2026,USD,"4,113.37",0.00,Paid
B-20936,V-1031,Tualatin Hazelnut Co.,THC-26112,01/30/2026,03/01/2026,USD,"11,645.81",0.00,Paid
B-20937,V-1045,Talent Bridge Staffing,TBS-63698,04/10/2026,05/10/2026,USD,"5,272.75",0.00,Paid
B-20938,V-1280,Grande Ronde Poultry,GRP-20542,05/29/2026,06/13/2026,USD,"7,912.47",0.00,Paid
B-20940,V-1127,Nooksack Berry Growers,NBG-54524,12/19/2025,01/03/2026,USD,"9,170.91",0.00,Paid
B-20941,V-1261,Columbia Basin Water District,CBW-29351,03/20/2026,04/09/2026,USD,417.80,0.00,Paid
B-20942,V-1204,Northwest Reefer Transport,NRT-66501,04/13/2026,05/13/2026,USD,"4,264.39",0.00,Paid
B-20943,V-1078,Rogue Valley Cheese Works,RVC-37229,03/03/2026,04/02/2026,USD,"8,277.86",0.00,Paid
B-20944,V-1200,Yamhill Charcuterie,YC-21217,04/20/2026,05/20/2026,USD,"8,453.72",0.00,Paid
B-20945,V-1055,Wenatchee Pear Packers,WPP-34464,02/23/2026,03/25/2026,USD,"8,871.81",0.00,Paid
B-20946,V-1200,Yamhill Charcuterie,YC-21072,02/12/2026,03/14/2026,USD,"5,616.90",0.00,Paid
B-20947,V-1051,Stumptown Office Supply,SOS-11977,02/02/2026,03/04/2026,USD,162.67,0.00,Paid
B-20949,V-1266,Silvies River Lamb,SRL-64482,04/15/2026,05/15/2026,USD,"7,957.95",0.00,Paid
B-20951,V-1242,Teton Valley Trout,TVT-23492,12/09/2025,01/08/2026,USD,"4,161.25",0.00,Paid
B-20952,V-1197,Northgate IT Partners,NIP-72458,06/22/2026,07/22/2026,USD,"2,350.93","2,350.93",Open
B-20953,V-1015,Deschutes Brewing Supply Co-op,DBS-69818,05/25/2026,06/24/2026,USD,"6,681.20",0.00,Paid
B-20954,V-1251,Payette Valley Beef,PVB-56568,01/20/2026,02/19/2026,USD,"9,339.13",0.00,Paid
B-20955,V-1227,Blue Mountain Carriers,BMC-59633,03/23/2026,04/22/2026,USD,"3,842.37",0.00,Paid
B-20957,V-1023,Clearwater Creamery,CC-68147,05/11/2026,06/10/2026,USD,"12,479.87",0.00,Paid
B-20958,V-1270,Santiam Canning Co.,SCC-51803,03/13/2026,03/28/2026,USD,"10,659.70",0.00,Paid
B-20959,V-1237,McKenzie River Mills,MRM-67462,04/02/2026,05/02/2026,USD,"6,422.10",0.00,Paid
B-20960,V-1080,Mt. Hood Berry Farm,MHB-48507,02/26/2026,03/28/2026,USD,"14,632.49",0.00,Paid
B-20962,V-1020,Cascade Coldchain Logistics,CCL-22612,03/09/2026,04/08/2026,USD,"1,262.19",0.00,Paid
B-20963,V-1292,Hermiston Melon Farms,HMF-63955,05/18/2026,06/02/2026,USD,"12,580.23",0.00,Paid
B-20964,V-1077,Puget Sound Shellfish Co.,PSS-18932,05/18/2026,06/17/2026,USD,"14,771.99",0.00,Paid
B-20966,V-1136,Hells Canyon Honey,HCH-37247,02/02/2026,03/04/2026,USD,"6,940.38",0.00,Paid
B-20968,V-1020,Cascade Coldchain Logistics,CCL-22663,04/06/2026,05/06/2026,USD,"1,484.65",0.00,Paid
B-20969,V-1270,Santiam Canning Co.,SCC-51996,06/11/2026,06/26/2026,USD,"4,274.24",0.00,Paid
B-20971,V-1015,Deschutes Brewing Supply Co-op,DBS-69721,03/04/2026,04/03/2026,USD,"10,606.08",0.00,Paid
B-20972,V-1233,Lummi Bay Seafood,LBS-35372,03/27/2026,04/26/2026,USD,"12,695.93",0.00,Paid
B-20973,V-1204,Northwest Reefer Transport,NRT-66725,06/08/2026,07/08/2026,USD,"4,332.77","4,332.77",Open
B-20974,V-1294,Umpqua Oat Mill,UOM-16077,06/09/2026,07/09/2026,USD,"10,410.61","10,410.61",Open
B-20975,V-1193,Chehalis Valley Eggs,CVE-61115,06/01/2026,07/01/2026,USD,"10,317.16",0.00,Paid
B-20976,V-1227,Blue Mountain Carriers,BMC-59792,06/10/2026,07/10/2026,USD,"2,167.51","2,167.51",Open
B-20978,V-1074,Scappoose Organic Farms,SOF-70937,02/05/2026,03/07/2026,USD,"14,160.47",0.00,Paid
B-20979,V-1205,Methow Valley Apples,MVA-59362,05/25/2026,06/09/2026,USD,"12,875.57",0.00,Paid
B-20980,V-1124,Coos Bay Crab Co.,CBC-43333,05/18/2026,06/17/2026,USD,"13,787.42",0.00,Paid
B-20981,V-1042,Pacific Coast Packaging LLC,PCP-23144,01/26/2026,02/25/2026,USD,"2,846.99",0.00,Paid
B-20982,V-1211,Portland General Utilities,PGU-43379,06/12/2026,07/02/2026,USD,"1,155.45","1,155.45",Open
B-20983,V-1155,Pacific Fleet Fuel,PFF-25838,01/21/2026,02/20/2026,USD,"2,106.69",0.00,Paid
B-20984,V-1020,Cascade Coldchain Logistics,CCL-22619,03/20/2026,04/19/2026,USD,"4,630.08",0.00,Paid
B-20985,V-1119,Cowlitz Creek Farms,CCF-61368,04/22/2026,05/07/2026,USD,"11,671.46",0.00,Paid
B-20986,V-1239,Newberg Nut Growers,NNG-32062,02/16/2026,03/18/2026,USD,"6,328.41",0.00,Paid
B-20987,V-1279,Willamette Valley Creamery,WVC-19421,05/26/2026,06/25/2026,USD,"11,070.23",0.00,Paid
B-20988,V-1237,McKenzie River Mills,MRM-67424,03/06/2026,04/05/2026,USD,"7,485.39",0.00,Paid
B-20990,V-1233,Lummi Bay Seafood,LBS-35281,02/20/2026,03/22/2026,USD,"9,296.34",0.00,Paid
B-20991,V-1284,Hood Canal Oyster Co.,HCO-69415,06/01/2026,07/01/2026,USD,"5,314.56",0.00,Paid
B-20992,V-1274,Olympic Peninsula Mushrooms,OPM-33644,01/19/2026,02/03/2026,USD,"13,567.11",0.00,Paid
B-20993,V-1236,Kittitas Hay & Grain,KHG-25661,04/20/2026,05/05/2026,USD,"5,660.61",0.00,Paid
B-20995,V-1220,Treasure Valley Trucking,TVT-65899,03/02/2026,04/01/2026,USD,"3,529.15",0.00,Paid
B-20996,V-1204,Northwest Reefer Transport,NRT-66495,03/24/2026,04/23/2026,USD,"3,860.16",0.00,Paid
B-20998,V-1220,Treasure Valley Trucking,TVT-66159,05/12/2026,06/11/2026,USD,"2,540.74",0.00,Paid
B-20999,V-1235,Bitterroot Bakehouse Supply,BBS-56605,02/03/2026,03/05/2026,USD,"8,451.80",0.00,Paid
B-21000,V-1226,Skagit Valley Grains,SVG-15485,03/02/2026,04/01/2026,USD,"8,033.34",0.00,Paid
B-21001,V-1270,Santiam Canning Co.,SCC-51901,05/05/2026,05/20/2026,USD,"13,508.85",0.00,Paid
B-21002,V-1266,Silvies River Lamb,SRL-64188,01/05/2026,02/04/2026,USD,"10,544.58",0.00,Paid
B-21003,V-1239,Newberg Nut Growers,NNG-32280,04/16/2026,05/16/2026,USD,"8,257.41",0.00,Paid
B-21005,V-1270,Santiam Canning Co.,SCC-51875,04/28/2026,05/13/2026,USD,"9,786.69",0.00,Paid
B-21006,V-1279,Willamette Valley Creamery,WVC-19196,03/05/2026,04/04/2026,USD,"5,894.74",0.00,Paid
B-21007,V-1187,"Pacific Coast Packaging, L.L.C.",PCP-88231,02/24/2026,03/26/2026,USD,"14,862.50",0.00,Paid
B-21008,V-1105,Everbright Electric Contractors,EEC-36189,03/31/2026,04/30/2026,USD,"4,502.65",0.00,Paid
B-21009,V-1030,Northwest Grocers Association,NGA-42767,03/09/2026,04/08/2026,USD,"1,181.47",0.00,Paid
B-21010,V-1015,Deschutes Brewing Supply Co-op,DBS-69815,05/11/2026,06/10/2026,USD,"15,728.50",0.00,Paid
B-21011,V-1270,Santiam Canning Co.,SCC-51965,06/01/2026,06/16/2026,USD,"13,523.52",0.00,Paid
B-21012,V-1155,Pacific Fleet Fuel,PFF-26085,04/02/2026,05/02/2026,USD,"2,113.09",0.00,Paid
B-21013,V-1291,Palouse Lentil Growers,PLG-19721,06/25/2026,07/10/2026,USD,"5,723.92","5,723.92",Open
B-21014,V-1290,Columbia Gorge Orchards,CGO-75639,01/26/2026,02/25/2026,USD,"14,100.58",0.00,Paid
B-21015,V-1155,Pacific Fleet Fuel,PFF-26296,06/12/2026,07/12/2026,USD,"2,362.55","2,362.55",Open
B-21016,V-1270,Santiam Canning Co.,SCC-52006,06/26/2026,07/11/2026,USD,"14,581.62","14,581.62",Open
B-21017,V-1042,Pacific Coast Packaging LLC,PCP-23421,05/21/2026,06/20/2026,USD,"6,806.53",0.00,Paid
B-21019,V-1127,Nooksack Berry Growers,NBG-54251,02/25/2026,03/12/2026,USD,"11,754.84",0.00,Paid
B-21020,V-1236,Kittitas Hay & Grain,KHG-25801,06/01/2026,06/16/2026,USD,"12,565.98",0.00,Paid
B-21021,V-1143,CloudLedger Software,CS-70125,05/04/2026,06/03/2026,USD,618.45,0.00,Paid
B-21022,V-1292,Hermiston Melon Farms,HMF-63728,01/27/2026,02/11/2026,USD,"11,714.42",0.00,Paid
B-21023,V-1279,Willamette Valley Creamery,WVC-19358,04/24/2026,05/24/2026,USD,"15,768.53",0.00,Paid
B-21024,V-1015,Deschutes Brewing Supply Co-op,DBS-69644,01/20/2026,02/19/2026,USD,"11,689.62",0.00,Paid
B-21025,V-1209,Sound Cartage Co.,SCC-76934,01/07/2026,02/06/2026,USD,"1,973.63",0.00,Paid
B-21027,V-1128,Yakima Hop & Herb,YHH-36150,01/26/2026,02/25/2026,USD,"7,715.45",0.00,Paid
B-21030,V-1020,Cascade Coldchain Logistics,CCL-22697,04/20/2026,05/20/2026,USD,"1,101.63",0.00,Paid
B-21033,V-1216,Chinook Smokehouse Co.,CSC-57060,03/09/2026,04/08/2026,USD,"9,020.48",0.00,Paid
B-21034,V-1255,Coquille Dairy Cooperative,CDC-45158,02/16/2026,03/18/2026,USD,"5,139.22",0.00,Paid
B-21036,V-1166,Crown Linen & Uniform,CLU-45707,06/10/2026,07/10/2026,USD,541.60,541.60,Open
B-21037,V-1173,Nisqually Salmon Co.,NSC-71769,02/23/2026,03/25/2026,USD,"13,868.63",0.00,Paid
B-21038,V-1213,Pinnacle Payroll Services,PPS-65006,01/05/2026,02/04/2026,USD,355.83,0.00,Paid
B-21039,V-1132,Rose City Tire & Auto,RCT-28703,04/27/2026,05/27/2026,USD,"2,536.94",0.00,Paid
B-21040,V-1288,Wallowa Grass-Fed Beef,WGB-71841,01/05/2026,02/04/2026,USD,"8,022.58",0.00,Paid
B-21041,V-1244,Portland Fleet Wash,PFW-12641,02/10/2026,03/12/2026,USD,255.29,0.00,Paid
B-21043,V-1077,Puget Sound Shellfish Co.,PSS-18829,02/26/2026,03/28/2026,USD,"10,239.64",0.00,Paid
B-21044,V-1058,Ridgeline Express,RE-17721,06/26/2026,07/26/2026,USD,"2,353.70","2,353.70",Open
B-21046,V-1294,Umpqua Oat Mill,UOM-16168,12/11/2025,01/10/2026,USD,"5,961.75",0.00,Paid
B-21047,V-1209,Sound Cartage Co.,SCC-77406,12/22/2025,01/21/2026,USD,"1,576.89",0.00,Paid
B-21048,V-1239,Newberg Nut Growers,NNG-32410,06/15/2026,07/15/2026,USD,"11,424.49","11,424.49",Open
B-21049,V-1128,Yakima Hop & Herb,YHH-36376,05/12/2026,06/11/2026,USD,"8,317.79",0.00,Paid
B-21050,V-1151,Walla Walla Onion Growers,WWO-23205,04/27/2026,05/27/2026,USD,"9,774.55",0.00,Paid
B-21051,V-1167,Lombard Street Properties LLC,RENT-2026-03,03/01/2026,03/01/2026,USD,"8,500.00",0.00,Paid
B-21052,V-1252,Snake River Trout Farms,SRT-48067,01/19/2026,02/18/2026,USD,"9,780.62",0.00,Paid
B-21053,V-1224,Siuslaw Cranberry Growers,SCG-27453,04/14/2026,05/14/2026,USD,"12,232.96",0.00,Paid
B-21055,V-1173,Nisqually Salmon Co.,NSC-72000,04/20/2026,05/20/2026,USD,"4,820.21",0.00,Paid
B-21056,V-1235,Bitterroot Bakehouse Supply,BBS-56662,02/25/2026,03/27/2026,USD,"9,040.23",0.00,Paid
B-21057,V-1078,Rogue Valley Cheese Works,RVC-37401,05/19/2026,06/18/2026,USD,"4,280.62",0.00,Paid
B-21058,V-1154,Brightline Janitorial,BJ-36235,06/16/2026,07/16/2026,USD,"1,684.29","1,684.29",Open
B-21059,V-1205,Methow Valley Apples,MVA-59205,02/25/2026,03/12/2026,USD,"10,975.28",0.00,Paid
B-21060,V-1142,Umatilla Specialty Produce,USP-32287,05/04/2026,06/03/2026,USD,"8,043.86",0.00,Paid
B-21061,V-1237,McKenzie River Mills,MRM-67286,01/13/2026,02/12/2026,USD,"4,366.41",0.00,Paid
B-21062,V-1284,Hood Canal Oyster Co.,HCO-69215,03/04/2026,04/03/2026,USD,"15,754.67",0.00,Paid
B-21063,V-1161,Salem Pallet Recyclers,SPR-14253,05/11/2026,06/10/2026,USD,902.23,0.00,Paid
B-21065,V-1280,Grande Ronde Poultry,GRP-20401,03/25/2026,04/09/2026,USD,"9,225.44",0.00,Paid
B-21066,V-1180,Beaverton Forklift Leasing,BFL-51885,04/08/2026,05/08/2026,USD,"2,263.22",0.00,Paid
B-21067,V-1216,Chinook Smokehouse Co.,CSC-56967,01/13/2026,02/12/2026,USD,"13,413.28",0.00,Paid
B-21068,V-1193,Chehalis Valley Eggs,CVE-61181,06/19/2026,07/19/2026,USD,"4,205.16","4,205.16",Open
B-21069,V-1239,Newberg Nut Growers,NNG-31919,01/05/2026,02/04/2026,USD,"14,063.71",0.00,Paid
B-21070,V-1042,Pacific Coast Packaging LLC,PCP-23374,04/29/2026,05/29/2026,USD,"8,344.23",0.00,Paid
B-21071,V-1155,Pacific Fleet Fuel,PFF-26233,05/22/2026,06/21/2026,USD,"3,525.30",0.00,Paid
B-21072,V-1119,Cowlitz Creek Farms,CCF-61157,02/12/2026,02/27/2026,USD,"14,405.40",0.00,Paid
B-21073,V-1136,Hells Canyon Honey,HCH-37397,04/13/2026,05/13/2026,USD,"10,846.72",0.00,Paid
B-21074,V-1242,Teton Valley Trout,TVT-23056,01/16/2026,02/15/2026,USD,"7,645.24",0.00,Paid
B-21076,V-1180,Beaverton Forklift Leasing,BFL-51876,03/04/2026,04/03/2026,USD,"2,349.14",0.00,Paid
B-21077,V-1051,Stumptown Office Supply,SOS-11995,03/13/2026,04/12/2026,USD,823.94,0.00,Paid
B-21078,V-1292,Hermiston Melon Farms,HMF-63682,01/06/2026,01/21/2026,USD,"6,972.18",0.00,Paid
B-21079,V-1239,Newberg Nut Growers,NNG-31998,01/27/2026,02/26/2026,USD,"15,717.79",0.00,Paid
B-21080,V-1223,Malheur Onion Co.,MOC-17334,06/16/2026,07/16/2026,USD,"14,010.89","14,010.89",Open
B-21081,V-1266,Silvies River Lamb,SRL-64236,01/26/2026,02/25/2026,USD,"7,430.78",0.00,Paid
