Invoice No,Customer ID,Customer Name,Invoice Date,Due Date,Terms,Currency,Subtotal,Tax,Total,Exchange Rate,Total (USD),Balance Due,Status
INV-10512,C-0297,Canopy Deli,04/10/2026,04/25/2026,Net 15,USD,788.25,0.00,788.25,1.0000,788.25,0.00,Paid
INV-10513,C-0396,Driftwood Pantry,04/14/2026,05/14/2026,Net 30,USD,"25,736.54",0.00,"25,736.54",1.0000,"25,736.54",0.00,Paid
INV-10514,C-0428,Birchwood Bistro,04/10/2026,04/25/2026,Net 15,USD,"3,549.64",0.00,"3,549.64",1.0000,"3,549.64",0.00,Paid
INV-10515,C-0379,Filbert & Oak Market,04/16/2026,05/16/2026,Net 30,USD,"13,443.71",0.00,"13,443.71",1.0000,"13,443.71",0.00,Paid
INV-10516,C-0414,Belmont Natural Foods,04/17/2026,05/17/2026,Net 30,USD,"23,124.59",0.00,"23,124.59",1.0000,"23,124.59",0.00,Paid
INV-10517,C-0331,Ironwood Grocery,04/13/2026,05/13/2026,Net 30,USD,"20,370.14",0.00,"20,370.14",1.0000,"20,370.14",0.00,Paid
INV-10518,C-0014,Rivet Supper Club,04/13/2026,04/28/2026,Net 15,USD,"1,844.79",0.00,"1,844.79",1.0000,"1,844.79",0.00,Paid
INV-10519,C-0365,Quarry Bistro,04/13/2026,04/28/2026,Net 15,USD,"1,331.67",0.00,"1,331.67",1.0000,"1,331.67",0.00,Paid
INV-10520,C-0357,Mountain Grocers LLC,04/14/2026,05/14/2026,Net 30,USD,"21,933.71",0.00,"21,933.71",1.0000,"21,933.71",0.00,Paid
INV-10521,C-0186,Hawthorne Fresh Market,04/15/2026,05/15/2026,Net 30,USD,"19,367.27",0.00,"19,367.27",1.0000,"19,367.27",0.00,Paid
INV-10522,C-0198,GREEN VALLEY COOP #2,04/20/2026,05/20/2026,Net 30,USD,"18,863.48",0.00,"18,863.48",1.0000,"18,863.48",0.00,Paid
INV-10523,C-0330,Alder Street Market,04/20/2026,05/20/2026,Net 30,USD,"21,678.85",0.00,"21,678.85",1.0000,"21,678.85",0.00,Paid
INV-10524,C-0122,Owyhee Mercantile,04/13/2026,05/13/2026,Net 30,USD,"21,869.83",0.00,"21,869.83",1.0000,"21,869.83",0.00,Paid
INV-10525,C-0146,Jetty Tavern,04/13/2026,04/28/2026,Net 15,USD,"2,562.11",0.00,"2,562.11",1.0000,"2,562.11",0.00,Paid
INV-10526,C-0177,Quarterdeck Tavern,04/13/2026,04/28/2026,Net 15,USD,"1,272.36",0.00,"1,272.36",1.0000,"1,272.36",0.00,Paid
INV-10527,C-0189,Ironclad Brasserie,04/13/2026,04/28/2026,Net 15,USD,"3,541.41",0.00,"3,541.41",1.0000,"3,541.41",0.00,Paid
INV-10528,C-0281,Tidewater Deli,04/13/2026,04/28/2026,Net 15,USD,"1,476.37",0.00,"1,476.37",1.0000,"1,476.37",0.00,Paid
INV-10529,C-0298,Nimbus Cafe,04/13/2026,04/28/2026,Net 15,USD,"2,645.37",0.00,"2,645.37",1.0000,"2,645.37",0.00,Paid
INV-10530,C-0193,Quinault Country Store,04/16/2026,05/16/2026,Net 30,USD,"12,232.81",0.00,"12,232.81",1.0000,"12,232.81",0.00,Paid
INV-10531,C-0233,Rose City Market Hall,04/16/2026,05/16/2026,Net 30,USD,"20,075.79",0.00,"20,075.79",1.0000,"20,075.79",0.00,Paid
INV-10532,C-0090,Zigzag Mountain Grocery,04/20/2026,05/20/2026,Net 30,USD,"11,085.11",0.00,"11,085.11",1.0000,"11,085.11",0.00,Paid
INV-10533,C-0163,Elk Rock Provisions,04/21/2026,05/21/2026,Net 30,USD,"23,060.37",0.00,"23,060.37",1.0000,"23,060.37",0.00,Paid
INV-10534,C-0411,Iris Taproom,04/13/2026,04/28/2026,Net 15,USD,"3,631.28",0.00,"3,631.28",1.0000,"3,631.28",0.00,Paid
INV-10535,C-0145,Hearth Cantina,04/14/2026,04/29/2026,Net 15,USD,719.22,0.00,719.22,1.0000,719.22,0.00,Paid
INV-10536,C-0147,Vashon Island Market,04/15/2026,05/15/2026,Net 30,USD,"13,833.21",0.00,"13,833.21",1.0000,"13,833.21",0.00,Paid
INV-10537,C-0399,Larch Mountain Mercantile,04/16/2026,05/16/2026,Net 30,USD,"15,429.41",0.00,"15,429.41",1.0000,"15,429.41",0.00,Paid
INV-10538,C-0033,Treasure Valley Market,04/20/2026,05/20/2026,Net 30,USD,"27,765.59",0.00,"27,765.59",1.0000,"27,765.59",0.00,Paid
INV-10539,C-0133,Sawtooth Natural Foods,04/20/2026,05/20/2026,Net 30,USD,"21,418.70",0.00,"21,418.70",1.0000,"21,418.70",0.00,Paid
INV-10540,C-0143,Gorge Valley Co-op,04/20/2026,05/20/2026,Net 30,USD,"16,168.35",0.00,"16,168.35",1.0000,"16,168.35",0.00,Paid
INV-10541,C-0218,Undertow Bakery,04/14/2026,04/29/2026,Net 15,USD,"4,192.04",0.00,"4,192.04",1.0000,"4,192.04",0.00,Paid
INV-10542,C-0301,Alpenkost GmbH,03/12/2026,06/10/2026,Net 90,USD,"7,800.00",0.00,"7,800.00",1.0000,"7,800.00","7,800.00",Open
INV-10543,C-0389,Umpqua Valley Foods,04/14/2026,05/14/2026,Net 30,USD,"11,104.94",0.00,"11,104.94",1.0000,"11,104.94",0.00,Paid
INV-10544,C-0088,Palouse Provisions,04/16/2026,05/16/2026,Net 30,USD,"11,234.33",0.00,"11,234.33",1.0000,"11,234.33",0.00,Paid
INV-10545,C-0335,Mountain Grocers Inc.,04/20/2026,05/20/2026,Net 30,USD,"15,171.11",0.00,"15,171.11",1.0000,"15,171.11",0.00,Paid
INV-10546,C-0415,Kestrel Market Hall,04/15/2026,05/15/2026,Net 30,USD,"24,760.75",0.00,"24,760.75",1.0000,"24,760.75",0.00,Paid
INV-10547,C-0349,Dovetail Taproom,04/16/2026,05/01/2026,Net 15,USD,"2,884.82",0.00,"2,884.82",1.0000,"2,884.82",0.00,Paid
INV-10548,C-0306,Tillamook Road Grocery,04/20/2026,05/20/2026,Net 30,USD,"22,696.96",0.00,"22,696.96",1.0000,"22,696.96",0.00,Paid
INV-10549,C-0183,Madrona Food Co-op,04/20/2026,05/20/2026,Net 30,USD,"19,930.89",0.00,"19,930.89",1.0000,"19,930.89",0.00,Paid
INV-10550,C-0348,Foxglove Market,04/20/2026,05/20/2026,Net 30,USD,"25,326.00",0.00,"25,326.00",1.0000,"25,326.00",0.00,Paid
INV-10551,C-0273,Coldwater Creek Market,04/22/2026,05/22/2026,Net 30,USD,"11,531.93",0.00,"11,531.93",1.0000,"11,531.93",0.00,Paid
INV-10552,C-0420,Nehalem Bay Grocers,04/20/2026,05/20/2026,Net 30,USD,"16,365.04",0.00,"16,365.04",1.0000,"16,365.04",0.00,Paid
INV-10553,C-0012,Olallie Market,04/20/2026,05/20/2026,Net 30,USD,"19,943.44",0.00,"19,943.44",1.0000,"19,943.44",0.00,Paid
INV-10554,C-0081,Fernwood Grill,04/20/2026,05/05/2026,Net 15,USD,"1,456.65",0.00,"1,456.65",1.0000,"1,456.65",0.00,Paid
INV-10555,C-0264,Vale Brasserie,04/20/2026,05/05/2026,Net 15,USD,"2,212.10",0.00,"2,212.10",1.0000,"2,212.10",0.00,Paid
INV-10556,C-0291,Lantern Supper Club,04/20/2026,05/05/2026,Net 15,USD,"1,039.88",0.00,"1,039.88",1.0000,"1,039.88",0.00,Paid
INV-10557,C-0064,Juniper Hill Foods,04/22/2026,05/22/2026,Net 30,USD,"19,283.56",0.00,"19,283.56",1.0000,"19,283.56",0.00,Paid
INV-10558,C-0200,Ember Lane Grocers,04/27/2026,05/27/2026,Net 30,USD,"18,941.65",0.00,"18,941.65",1.0000,"18,941.65",0.00,Paid
INV-10559,C-0132,Jubilee Cantina,04/20/2026,05/05/2026,Net 15,USD,"2,884.94",0.00,"2,884.94",1.0000,"2,884.94",0.00,Paid
INV-10560,C-0190,Magpie Tavern,04/20/2026,05/05/2026,Net 15,USD,"1,639.67",0.00,"1,639.67",1.0000,"1,639.67",0.00,Paid
INV-10561,C-0207,Wildwood Tavern,04/20/2026,05/05/2026,Net 15,USD,"3,237.59",0.00,"3,237.59",1.0000,"3,237.59",0.00,Paid
INV-10562,C-0340,Eastside Cafe,04/21/2026,05/06/2026,Net 15,USD,"2,796.30",0.00,"2,796.30",1.0000,"2,796.30",0.00,Paid
INV-10563,C-0105,Whidbey Harvest Co-op,04/23/2026,05/23/2026,Net 30,USD,"27,397.71",0.00,"27,397.71",1.0000,"27,397.71",0.00,Paid
INV-10564,C-0107,Green Valley Co-op,04/27/2026,05/27/2026,Net 30,USD,"21,254.91",0.00,"21,254.91",1.0000,"21,254.91",0.00,Paid
INV-10565,C-0046,Yakima Orchard Market,04/20/2026,05/20/2026,Net 30,USD,"18,462.25",0.00,"18,462.25",1.0000,"18,462.25",0.00,Paid
INV-10566,C-0096,Pioneer Square Provisions,04/20/2026,05/20/2026,Net 30,USD,"17,506.13",0.00,"17,506.13",1.0000,"17,506.13",0.00,Paid
INV-10567,C-0121,Upland Kitchen,04/20/2026,05/05/2026,Net 15,USD,858.65,0.00,858.65,1.0000,858.65,0.00,Paid
INV-10568,C-0295,Zephyr Bakery,04/20/2026,05/05/2026,Net 15,USD,"2,121.90",0.00,"2,121.90",1.0000,"2,121.90",0.00,Paid
INV-10569,C-0337,Saffron Taproom,04/20/2026,05/05/2026,Net 15,USD,"3,035.48",0.00,"3,035.48",1.0000,"3,035.48",0.00,Paid
INV-10570,C-0404,Cairn Cafe,04/20/2026,05/05/2026,Net 15,USD,"3,785.15",0.00,"3,785.15",1.0000,"3,785.15",0.00,Paid
INV-10571,C-0427,Deschutes Food Hall,04/20/2026,05/20/2026,Net 30,USD,"27,663.47",0.00,"27,663.47",1.0000,"27,663.47",0.00,Paid
INV-10572,C-0045,Bridgetown Pantry,04/28/2026,05/28/2026,Net 30,USD,"16,817.71",0.00,"16,817.71",1.0000,"16,817.71",0.00,Paid
INV-10573,C-0308,Northstar Deli,04/22/2026,05/07/2026,Net 15,USD,"1,720.91",0.00,"1,720.91",1.0000,"1,720.91",0.00,Paid
INV-10574,C-0069,Riverbend Natural Grocers,04/23/2026,05/23/2026,Net 30,USD,"17,160.80",0.00,"17,160.80",1.0000,"17,160.80",0.00,Paid
INV-10575,C-0216,Arbor Kitchen,04/23/2026,05/08/2026,Net 15,USD,"1,057.26",0.00,"1,057.26",1.0000,"1,057.26",0.00,Paid
INV-10576,C-0186,Hawthorne Fresh Market,04/30/2026,05/30/2026,Net 30,USD,"16,630.88",0.00,"16,630.88",1.0000,"16,630.88",0.00,Paid
INV-10577,C-0161,Bramble Noodle House,04/22/2026,05/07/2026,Net 15,USD,"3,856.11",0.00,"3,856.11",1.0000,"3,856.11",0.00,Paid
INV-10578,C-0400,Salmonberry Market,04/22/2026,05/22/2026,Net 30,USD,"19,982.18",0.00,"19,982.18",1.0000,"19,982.18",0.00,Paid
INV-10579,C-0112,Loam Bakery,04/23/2026,05/08/2026,Net 15,USD,"1,657.67",0.00,"1,657.67",1.0000,"1,657.67",0.00,Paid
INV-10580,C-0367,Juniper Eatery,04/23/2026,05/08/2026,Net 15,USD,"2,395.92",0.00,"2,395.92",1.0000,"2,395.92",0.00,Paid
INV-10581,C-0389,Umpqua Valley Foods,04/30/2026,05/30/2026,Net 30,USD,"23,618.51",0.00,"23,618.51",1.0000,"23,618.51",0.00,Paid
INV-10582,C-0399,Larch Mountain Mercantile,05/01/2026,05/31/2026,Net 30,USD,"28,289.15",0.00,"28,289.15",1.0000,"28,289.15",0.00,Paid
INV-10583,C-0027,Cascade Harvest Grocers,04/24/2026,05/24/2026,Net 30,USD,"28,190.20",0.00,"28,190.20",1.0000,"28,190.20",0.00,Paid
INV-10584,C-0056,Granary Pizzeria,04/24/2026,05/09/2026,Net 15,USD,"1,467.26",0.00,"1,467.26",1.0000,"1,467.26",0.00,Paid
INV-10585,C-0323,Waxwing Eatery,04/24/2026,05/09/2026,Net 15,USD,"2,742.38",0.00,"2,742.38",1.0000,"2,742.38",0.00,Paid
INV-10586,C-0324,Obsidian Grill,04/24/2026,05/09/2026,Net 15,USD,"2,071.73",0.00,"2,071.73",1.0000,"2,071.73",0.00,Paid
INV-10587,C-0147,Vashon Island Market,04/27/2026,05/27/2026,Net 30,USD,"25,624.04",0.00,"25,624.04",1.0000,"25,624.04",0.00,Paid
INV-10588,C-0331,Ironwood Grocery,04/28/2026,05/28/2026,Net 30,USD,"22,890.38",0.00,"22,890.38",1.0000,"22,890.38",0.00,Paid
INV-10589,C-0396,Driftwood Pantry,04/30/2026,05/30/2026,Net 30,USD,"24,075.51",0.00,"24,075.51",1.0000,"24,075.51",0.00,Paid
INV-10590,C-0135,Vine Bistro,04/27/2026,05/12/2026,Net 15,USD,"4,075.63",0.00,"4,075.63",1.0000,"4,075.63",0.00,Paid
INV-10591,C-0305,Bittern Bistro,04/27/2026,05/12/2026,Net 15,USD,"3,200.15",0.00,"3,200.15",1.0000,"3,200.15",0.00,Paid
INV-10592,C-0357,Mountain Grocers LLC,04/27/2026,05/27/2026,Net 30,USD,"20,934.01",0.00,"20,934.01",1.0000,"20,934.01",0.00,Paid
INV-10593,C-0367,Juniper Eatery,04/27/2026,05/12/2026,Net 15,USD,"1,922.53",0.00,"1,922.53",1.0000,"1,922.53",0.00,Paid
INV-10594,C-0369,Eddy Pizzeria,04/27/2026,05/12/2026,Net 15,USD,"2,054.05",0.00,"2,054.05",1.0000,"2,054.05",0.00,Paid
INV-10595,C-0406,Wharf Cantina,04/27/2026,05/12/2026,Net 15,USD,"2,306.03",0.00,"2,306.03",1.0000,"2,306.03",0.00,Paid
INV-10596,C-0415,Kestrel Market Hall,05/01/2026,05/31/2026,Net 30,USD,"16,885.78",0.00,"16,885.78",1.0000,"16,885.78",0.00,Paid
INV-10597,C-0348,Foxglove Market,05/04/2026,06/03/2026,Net 30,USD,"15,132.48",0.00,"15,132.48",1.0000,"15,132.48",0.00,Paid
INV-10598,C-0122,Owyhee Mercantile,04/28/2026,05/28/2026,Net 30,USD,"11,841.17",0.00,"11,841.17",1.0000,"11,841.17",0.00,Paid
INV-10599,C-0291,Lantern Supper Club,04/28/2026,05/13/2026,Net 15,USD,"1,777.82",0.00,"1,777.82",1.0000,"1,777.82",0.00,Paid
INV-10600,C-0353,Uproot Cafe,04/28/2026,05/13/2026,Net 15,USD,"2,382.20",0.00,"2,382.20",1.0000,"2,382.20",0.00,Paid
INV-10601,C-0088,Palouse Provisions,04/30/2026,05/30/2026,Net 30,USD,"17,392.47",0.00,"17,392.47",1.0000,"17,392.47",0.00,Paid
INV-10602,C-0420,Nehalem Bay Grocers,05/04/2026,06/03/2026,Net 30,USD,"27,416.86",0.00,"27,416.86",1.0000,"27,416.86",0.00,Paid
INV-10603,C-0427,Deschutes Food Hall,05/04/2026,06/03/2026,Net 30,USD,"20,961.68",0.00,"20,961.68",1.0000,"20,961.68",0.00,Paid
INV-10604,C-0335,Mountain Grocers Inc.,05/06/2026,06/05/2026,Net 30,USD,"28,699.93",0.00,"28,699.93",1.0000,"28,699.93",0.00,Paid
INV-10605,C-0233,Rose City Market Hall,04/28/2026,05/28/2026,Net 30,USD,"11,347.62",0.00,"11,347.62",1.0000,"11,347.62",0.00,Paid
INV-10606,C-0116,Ember Eatery,04/29/2026,05/14/2026,Net 15,USD,"1,134.03",0.00,"1,134.03",1.0000,"1,134.03",0.00,Paid
INV-10607,C-0033,Treasure Valley Market,05/04/2026,06/03/2026,Net 30,USD,"18,129.90",0.00,"18,129.90",1.0000,"18,129.90",0.00,Paid
INV-10608,C-0046,Yakima Orchard Market,05/04/2026,06/03/2026,Net 30,USD,"18,576.68",0.00,"18,576.68",1.0000,"18,576.68",0.00,Paid
INV-10609,C-0133,Sawtooth Natural Foods,05/04/2026,06/03/2026,Net 30,USD,"27,667.04",0.00,"27,667.04",1.0000,"27,667.04",0.00,Paid
INV-10610,C-0414,Belmont Natural Foods,04/30/2026,05/30/2026,Net 30,USD,"24,333.93",0.00,"24,333.93",1.0000,"24,333.93",0.00,Paid
INV-10611,C-0301,Alpenkost GmbH,04/09/2026,07/08/2026,Net 90,USD,"5,450.00",0.00,"5,450.00",1.0000,"5,450.00","5,450.00",Open
INV-10612,C-0379,Filbert & Oak Market,05/01/2026,05/31/2026,Net 30,USD,"15,064.82",0.00,"15,064.82",1.0000,"15,064.82",0.00,Paid
INV-10613,C-0163,Elk Rock Provisions,05/04/2026,06/03/2026,Net 30,USD,"15,561.80",0.00,"15,561.80",1.0000,"15,561.80",0.00,Paid
INV-10614,C-0330,Alder Street Market,05/06/2026,06/05/2026,Net 30,USD,"24,653.89",0.00,"24,653.89",1.0000,"24,653.89",0.00,Paid
INV-10615,C-0064,Juniper Hill Foods,05/04/2026,06/03/2026,Net 30,USD,"23,151.10",0.00,"23,151.10",1.0000,"23,151.10",0.00,Paid
INV-10616,C-0096,Pioneer Square Provisions,05/04/2026,06/03/2026,Net 30,USD,"12,457.16",0.00,"12,457.16",1.0000,"12,457.16",0.00,Paid
INV-10617,C-0301,Alpenkost GmbH,06/05/2026,09/03/2026,Net 90,EUR,"5,960.01",0.00,"5,960.01",1.1110,"6,621.57","5,960.01",Open
INV-10618,C-0305,Bittern Bistro,05/01/2026,05/16/2026,Net 15,USD,"3,721.38",0.00,"3,721.38",1.0000,"3,721.38",0.00,Paid
INV-10619,C-0306,Tillamook Road Grocery,05/04/2026,06/03/2026,Net 30,USD,"23,763.98",0.00,"23,763.98",1.0000,"23,763.98",0.00,Paid
INV-10620,C-0090,Zigzag Mountain Grocery,05/05/2026,06/04/2026,Net 30,USD,"20,321.06",0.00,"20,321.06",1.0000,"20,321.06",0.00,Paid
INV-10621,C-0193,Quinault Country Store,05/04/2026,06/03/2026,Net 30,USD,"27,288.71",0.00,"27,288.71",1.0000,"27,288.71",0.00,Paid
INV-10622,C-0012,Olallie Market,05/05/2026,06/04/2026,Net 30,USD,"22,530.25",0.00,"22,530.25",1.0000,"22,530.25",0.00,Paid
INV-10623,C-0198,GREEN VALLEY COOP #2,05/05/2026,06/04/2026,Net 30,USD,"11,669.94",0.00,"11,669.94",1.0000,"11,669.94",0.00,Paid
INV-10624,C-0272,Ramble Deli,05/05/2026,05/20/2026,Net 15,USD,"2,393.66",0.00,"2,393.66",1.0000,"2,393.66",0.00,Paid
INV-10625,C-0402,Verbena Supper Club,05/05/2026,05/20/2026,Net 15,USD,"3,122.04",0.00,"3,122.04",1.0000,"3,122.04",0.00,Paid
INV-10626,C-0105,Whidbey Harvest Co-op,05/07/2026,06/06/2026,Net 30,USD,"20,659.14",0.00,"20,659.14",1.0000,"20,659.14",0.00,Paid
INV-10627,C-0147,Vashon Island Market,05/11/2026,06/10/2026,Net 30,USD,"11,293.13",0.00,"11,293.13",1.0000,"11,293.13",0.00,Paid
INV-10628,C-0218,Undertow Bakery,05/04/2026,05/19/2026,Net 15,USD,923.62,0.00,923.62,1.0000,923.62,0.00,Paid
INV-10629,C-0204,Foundry Bakery,05/05/2026,05/20/2026,Net 15,USD,"2,686.43",0.00,"2,686.43",1.0000,"2,686.43",0.00,Paid
INV-10630,C-0400,Salmonberry Market,05/06/2026,06/05/2026,Net 30,USD,"28,174.62",0.00,"28,174.62",1.0000,"28,174.62",0.00,Paid
INV-10631,C-0273,Coldwater Creek Market,05/08/2026,06/07/2026,Net 30,USD,"16,103.12",0.00,"16,103.12",1.0000,"16,103.12",0.00,Paid
INV-10632,C-0301,Alpenkost GmbH,06/26/2026,09/24/2026,Net 90,EUR,"11,645.50",0.00,"11,645.50",1.1075,"12,897.39","11,645.50",Open
INV-10633,C-0143,Gorge Valley Co-op,05/05/2026,06/04/2026,Net 30,USD,"28,781.20",0.00,"28,781.20",1.0000,"28,781.20",0.00,Paid
INV-10634,C-0183,Madrona Food Co-op,05/05/2026,06/04/2026,Net 30,USD,"23,497.02",0.00,"23,497.02",1.0000,"23,497.02",0.00,Paid
INV-10635,C-0349,Dovetail Taproom,05/05/2026,05/20/2026,Net 15,USD,"2,773.82",0.00,"2,773.82",1.0000,"2,773.82",0.00,Paid
INV-10636,C-0397,Fable Kitchen,05/07/2026,05/22/2026,Net 15,USD,"1,097.79",0.00,"1,097.79",1.0000,"1,097.79",0.00,Paid
INV-10637,C-0069,Riverbend Natural Grocers,05/08/2026,06/07/2026,Net 30,USD,"21,244.66",0.00,"21,244.66",1.0000,"21,244.66",0.00,Paid
INV-10638,C-0396,Driftwood Pantry,05/12/2026,06/11/2026,Net 30,USD,"17,186.20",0.00,"17,186.20",1.0000,"17,186.20",0.00,Paid
INV-10639,C-0027,Cascade Harvest Grocers,05/06/2026,06/05/2026,Net 30,USD,"16,976.57",0.00,"16,976.57",1.0000,"16,976.57",0.00,Paid
INV-10640,C-0208,Ursa Noodle House,05/06/2026,05/21/2026,Net 15,USD,"4,156.53",0.00,"4,156.53",1.0000,"4,156.53",0.00,Paid
INV-10641,C-0362,Quince Noodle House,05/06/2026,05/21/2026,Net 15,USD,"4,108.83",0.00,"4,108.83",1.0000,"4,108.83",0.00,Paid
INV-10642,C-0190,Magpie Tavern,05/07/2026,05/22/2026,Net 15,USD,"1,257.86",0.00,"1,257.86",1.0000,"1,257.86",0.00,Paid
INV-10643,C-0120,Saltbox Kitchen,05/08/2026,05/23/2026,Net 15,USD,"1,647.94",0.00,"1,647.94",1.0000,"1,647.94",0.00,Paid
INV-10644,C-0146,Jetty Tavern,05/08/2026,05/23/2026,Net 15,USD,"3,912.16",0.00,"3,912.16",1.0000,"3,912.16",0.00,Paid
INV-10645,C-0331,Ironwood Grocery,05/11/2026,06/10/2026,Net 30,USD,"27,862.97",0.00,"27,862.97",1.0000,"27,862.97",0.00,Paid
INV-10646,C-0186,Hawthorne Fresh Market,05/12/2026,06/11/2026,Net 30,USD,"15,803.46",0.00,"15,803.46",1.0000,"15,803.46",0.00,Paid
INV-10647,C-0379,Filbert & Oak Market,05/13/2026,06/12/2026,Net 30,USD,"28,835.76",0.00,"28,835.76",1.0000,"28,835.76",0.00,Paid
INV-10648,C-0357,Mountain Grocers LLC,05/13/2026,06/12/2026,Net 30,USD,"27,683.39",0.00,"27,683.39",1.0000,"27,683.39",0.00,Paid
INV-10649,C-0100,Copperleaf Brasserie,05/11/2026,05/26/2026,Net 15,USD,"1,313.11",0.00,"1,313.11",1.0000,"1,313.11",0.00,Paid
INV-10650,C-0102,Indigo Deli,05/11/2026,05/26/2026,Net 15,USD,"1,801.38",0.00,"1,801.38",1.0000,"1,801.38",0.00,Paid
INV-10651,C-0107,Green Valley Co-op,05/11/2026,06/10/2026,Net 30,USD,"12,709.79",0.00,"12,709.79",1.0000,"12,709.79",0.00,Paid
INV-10652,C-0113,Willet Cafe,05/11/2026,05/26/2026,Net 15,USD,"3,574.61",0.00,"3,574.61",1.0000,"3,574.61",0.00,Paid
INV-10653,C-0276,Mossy Rock Taproom,05/11/2026,05/26/2026,Net 15,USD,"3,303.68",0.00,"3,303.68",1.0000,"3,303.68",0.00,Paid
INV-10654,C-0308,Northstar Deli,05/11/2026,05/26/2026,Net 15,USD,"2,763.10",0.00,"2,763.10",1.0000,"2,763.10",0.00,Paid
INV-10655,C-0404,Cairn Cafe,05/11/2026,05/26/2026,Net 15,USD,"1,242.54",0.00,"1,242.54",1.0000,"1,242.54",0.00,Paid
INV-10656,C-0122,Owyhee Mercantile,05/12/2026,06/11/2026,Net 30,USD,"12,643.50",0.00,"12,643.50",1.0000,"12,643.50",0.00,Paid
INV-10657,C-0045,Bridgetown Pantry,05/11/2026,06/10/2026,Net 30,USD,"26,118.37",0.00,"26,118.37",1.0000,"26,118.37",0.00,Paid
INV-10658,C-0136,Redtail Brasserie,05/11/2026,05/26/2026,Net 15,USD,"1,382.00",0.00,"1,382.00",1.0000,"1,382.00",0.00,Paid
INV-10659,C-0191,Riverstone Smokehouse,05/11/2026,05/26/2026,Net 15,USD,"1,061.20",0.00,"1,061.20",1.0000,"1,061.20",0.00,Paid
INV-10660,C-0261,Harbor Tavern,05/11/2026,05/26/2026,Net 15,USD,"3,543.02",0.00,"3,543.02",1.0000,"3,543.02",0.00,Paid
INV-10661,C-0296,Bluebird Smokehouse,05/11/2026,05/26/2026,Net 15,USD,886.82,0.00,886.82,1.0000,886.82,0.00,Paid
INV-10662,C-0389,Umpqua Valley Foods,05/12/2026,06/11/2026,Net 30,USD,"21,442.19",0.00,"21,442.19",1.0000,"21,442.19",0.00,Paid
INV-10663,C-0233,Rose City Market Hall,05/13/2026,06/12/2026,Net 30,USD,"13,435.52",0.00,"13,435.52",1.0000,"13,435.52",0.00,Paid
INV-10664,C-0033,Treasure Valley Market,05/18/2026,06/17/2026,Net 30,USD,"28,529.53",0.00,"28,529.53",1.0000,"28,529.53",0.00,Paid
INV-10665,C-0427,Deschutes Food Hall,05/18/2026,06/17/2026,Net 30,USD,"21,125.60",0.00,"21,125.60",1.0000,"21,125.60",0.00,Paid
INV-10666,C-0200,Ember Lane Grocers,05/11/2026,06/10/2026,Net 30,USD,"18,329.69",0.00,"18,329.69",1.0000,"18,329.69",0.00,Paid
INV-10667,C-0090,Zigzag Mountain Grocery,05/18/2026,06/17/2026,Net 30,USD,"23,793.90",0.00,"23,793.90",1.0000,"23,793.90",0.00,Paid
INV-10668,C-0330,Alder Street Market,05/18/2026,06/17/2026,Net 30,USD,"14,637.74",0.00,"14,637.74",1.0000,"14,637.74",0.00,Paid
INV-10669,C-0088,Palouse Provisions,05/12/2026,06/11/2026,Net 30,USD,"19,811.31",0.00,"19,811.31",1.0000,"19,811.31",0.00,Paid
INV-10670,C-0106,Fiddlehead Taproom,05/12/2026,05/27/2026,Net 15,USD,"1,054.79",0.00,"1,054.79",1.0000,"1,054.79",0.00,Paid
INV-10671,C-0185,Gristmill Supper Club,05/12/2026,05/27/2026,Net 15,USD,"2,857.85",0.00,"2,857.85",1.0000,"2,857.85",0.00,Paid
INV-10672,C-0191,Riverstone Smokehouse,05/12/2026,05/27/2026,Net 15,USD,"1,590.75",0.00,"1,590.75",1.0000,"1,590.75",0.00,Paid
INV-10673,C-0307,Sparrow Tavern,05/15/2026,05/30/2026,Net 15,USD,"4,153.48",0.00,"4,153.48",1.0000,"4,153.48",0.00,Paid
INV-10674,C-0414,Belmont Natural Foods,05/15/2026,06/14/2026,Net 30,USD,"28,696.12",0.00,"28,696.12",1.0000,"28,696.12",0.00,Paid
INV-10675,C-0306,Tillamook Road Grocery,05/20/2026,06/19/2026,Net 30,USD,"27,723.37",0.00,"27,723.37",1.0000,"27,723.37",0.00,Paid
INV-10676,C-0012,Olallie Market,05/19/2026,06/18/2026,Net 30,USD,"19,959.39",0.00,"19,959.39",1.0000,"19,959.39",0.00,Paid
INV-10677,C-0348,Foxglove Market,05/20/2026,06/19/2026,Net 30,USD,"28,704.76",0.00,"28,704.76",1.0000,"28,704.76",0.00,Paid
INV-10678,C-0133,Sawtooth Natural Foods,05/18/2026,06/17/2026,Net 30,USD,"22,563.75",0.00,"22,563.75",1.0000,"22,563.75",0.00,Paid
INV-10679,C-0143,Gorge Valley Co-op,05/18/2026,06/17/2026,Net 30,USD,"18,162.80",0.00,"18,162.80",1.0000,"18,162.80",0.00,Paid
INV-10680,C-0399,Larch Mountain Mercantile,05/18/2026,06/17/2026,Net 30,USD,"20,252.27",0.00,"20,252.27",1.0000,"20,252.27",0.00,Paid
INV-10681,C-0420,Nehalem Bay Grocers,05/18/2026,06/17/2026,Net 30,USD,"22,305.54",0.00,"22,305.54",1.0000,"22,305.54",0.00,Paid
INV-10682,C-0193,Quinault Country Store,05/19/2026,06/18/2026,Net 30,USD,"20,558.54",0.00,"20,558.54",1.0000,"20,558.54",0.00,Paid
