Posted Date,Description,Amount,Balance,Reference
2026-04-02,ACH DEBIT PACIFIC FLEET FUEL CCD,-2896.59,687548.37,276848597867770
2026-04-02,ACH DEBIT CROWN LINEN & UNIF CCD,-404.69,687143.68,030059317269397
2026-04-02,ACH DEBIT BEAVERTON FORKLIFT CCD,-2349.14,684794.54,848272204888742
2026-04-02,ACH DEBIT CHEHALIS VALLEY EG CCD,-10679.51,674115.03,004385366736905
2026-04-02,ACH DEBIT NORTHWEST REEFER T CCD,-2084.16,672030.87,244222047932948
2026-04-02,ACH DEBIT SOUND CARTAGE CO. CCD,-2500.16,669530.71,166244067359385
2026-04-02,ACH DEBIT PORTLAND GENERAL U CCD,-1184.62,668346.09,358756883531133
2026-04-02,ACH DEBIT PINNACLE PAYROLL S CCD,-325.49,668020.60,846155871198502
2026-04-02,ACH DEBIT CHINOOK SMOKEHOUSE CCD,-9020.48,659000.12,672780416197684
2026-04-02,ACH DEBIT LUMMI BAY SEAFOOD CCD,-10104.68,648895.44,909998918986571
2026-04-02,ACH DEBIT BITTERROOT BAKEHOU CCD,-14073.25,634822.19,844565906730681
2026-04-02,ACH DEBIT MCKENZIE RIVER MIL CCD,-7485.39,627336.80,862737764890932
2026-04-02,ACH DEBIT TETON VALLEY TROUT CCD,-29464.40,597872.40,322555107699701
2026-04-02,ACH DEBIT PAYETTE VALLEY BEE CCD,-6635.77,591236.63,684770938579097
2026-04-02,ACH DEBIT COQUILLE DAIRY COO CCD,-9036.20,582200.43,341830335642338
2026-04-02,ACH DEBIT WILLAMETTE VALLEY  CCD,-11362.79,570837.64,659430616389819
2026-04-02,ACH DEBIT BOARDMAN TREE FRUI CCD,-8797.46,562040.18,219487672721943
2026-04-02,ACH DEBIT HOOD CANAL OYSTER  CCD,-29783.96,532256.22,807049581418269
2026-04-02,ACH DEBIT WALLOWA GRASS-FED  CCD,-15128.51,517127.71,633942313234347
2026-04-02,ACH DEBIT COLUMBIA GORGE ORC CCD,-15465.85,501661.86,158210403101597
2026-04-02,ACH DEBIT PALOUSE LENTIL GRO CCD,-9951.37,491710.49,284325947018509
2026-04-02,ACH DEBIT HERMISTON MELON FA CCD,-10562.67,481147.82,468522119400417
2026-04-02,ACH DEBIT UMPQUA OAT MILL CCD,-6721.48,474426.34,002253430047120
2026-04-02,ACH DEBIT EVERGREEN BOX & FI CCD,-1174.33,473252.01,635804503932613
2026-04-03,REMOTE DEPOSIT CAPTURE,18089.65,491341.66,8849
2026-04-03,REMOTE DEPOSIT CAPTURE,25655.12,516996.78,641
2026-04-03,ACH CREDIT YAKIMA ORCHARD M PPD,15968.08,532964.86,488321595255765
2026-04-03,REMOTE DEPOSIT CAPTURE,766.37,533731.23,672
2026-04-03,REMOTE DEPOSIT CAPTURE,18869.53,552600.76,243
2026-04-03,REMOTE DEPOSIT CAPTURE,22944.72,575545.48,6883
2026-04-03,REMOTE DEPOSIT CAPTURE,2578.31,578123.79,4662
2026-04-03,CHECK 40269,-8691.82,569431.97,40269
2026-04-03,CHECK 40271,-8033.34,561398.63,40271
2026-04-03,CHECK 40273,-10659.70,550738.93,40273
2026-04-06,REMOTE DEPOSIT CAPTURE,11533.86,562272.79,3108
2026-04-06,REMOTE DEPOSIT CAPTURE,12981.31,575254.10,6684
2026-04-06,REMOTE DEPOSIT CAPTURE,27093.40,602347.50,8829
2026-04-06,ACH CREDIT JUNIPER HILL FOO PPD,15014.13,617361.63,550792772588602
2026-04-06,ACH CREDIT FIDDLEHEAD TAPRO PPD,1469.49,618831.12,784031118891666
2026-04-06,REMOTE DEPOSIT CAPTURE,3417.54,622248.66,1896
2026-04-06,REMOTE DEPOSIT CAPTURE,745.02,622993.68,561
2026-04-06,REMOTE DEPOSIT CAPTURE,2522.58,625516.26,646
2026-04-06,REMOTE DEPOSIT CAPTURE,1971.79,627488.05,166
2026-04-06,ACH CREDIT NORTHSTAR DELI PPD,3133.78,630621.83,108424784491374
2026-04-06,ACH CREDIT OXBOW SMOKEHOUSE PPD,2970.99,633592.82,303662607566718
2026-04-06,ACH CREDIT IRONWOOD GROCERY PPD,23985.37,657578.19,504939946475653
2026-04-06,REMOTE DEPOSIT CAPTURE,11628.61,669206.80,5026
2026-04-06,CHECK 40279,-1181.47,668025.33,40279
2026-04-06,CHECK 40281,-14461.49,653563.84,40281
2026-04-06,CHECK 40288,-13871.06,639692.78,40288
2026-04-06,CHECK 40291,-11332.58,628360.20,40291
2026-04-07,REMOTE DEPOSIT CAPTURE,1330.60,629690.80,3238
2026-04-07,REMOTE DEPOSIT CAPTURE,3401.87,633092.67,3695
2026-04-07,ACH CREDIT ROSE CITY MARKET PPD,14801.76,647894.43,700516054139190
2026-04-07,REMOTE DEPOSIT CAPTURE,1182.12,649076.55,3975
2026-04-07,ACH CREDIT BELMONT NATURAL  PPD,18191.63,667268.18,359342013450216
2026-04-07,CHECK 40287,-27161.98,640106.20,40287
2026-04-07,CHECK 40289,-1757.97,638348.23,40289
2026-04-08,REMOTE DEPOSIT CAPTURE,3932.48,642280.71,6282
2026-04-08,ACH CREDIT OWYHEE MERCANTIL PPD,21953.97,664234.68,510990039369049
2026-04-08,ACH CREDIT NETTLE CANTINA PPD,2178.98,666413.66,604356127958736
2026-04-08,ACH CREDIT YEW GRILL PPD,3806.99,670220.65,205826743667805
2026-04-08,REMOTE DEPOSIT CAPTURE,2979.47,673200.12,4545
2026-04-08,CHECK 40280,-6573.46,666626.66,40280
2026-04-08,CHECK 40282,-11591.59,655035.07,40282
2026-04-09,REMOTE DEPOSIT CAPTURE,20233.38,675268.45,2519
2026-04-09,REMOTE DEPOSIT CAPTURE,23991.49,699259.94,4022
2026-04-09,REMOTE DEPOSIT CAPTURE,3403.84,702663.78,5705
2026-04-09,REMOTE DEPOSIT CAPTURE,1740.21,704403.99,1351
2026-04-09,ACH CREDIT FOXGLOVE MARKET PPD,25441.84,729845.83,618181617709070
2026-04-09,ACH CREDIT DESCHUTES FOOD H PPD,24323.71,754169.54,007880306062815
2026-04-09,CHECK 40276,-14364.10,739805.44,40276
2026-04-09,CHECK 40284,-8570.95,731234.49,40284
2026-04-09,CHECK 40286,-13929.10,717305.39,40286
2026-04-09,ACH DEBIT CLEARWATER CREAMER CCD,-6687.69,710617.70,035340441172769
2026-04-09,ACH DEBIT PACIFIC COAST PACK CCD,-3583.91,707033.79,549511171293261
2026-04-09,ACH DEBIT TALENT BRIDGE STAF CCD,-4097.64,702936.15,450464705725704
2026-04-09,ACH DEBIT STUMPTOWN OFFICE S CCD,-823.94,702112.21,353896818541656
2026-04-09,ACH DEBIT RIDGELINE EXPRESS CCD,-1590.91,700521.30,142819266238573
2026-04-09,ACH DEBIT ROGUE VALLEY CHEES CCD,-8653.44,691867.86,958878591604322
2026-04-09,ACH DEBIT COWLITZ CREEK FARM CCD,-8873.85,682994.01,064934482122510
2026-04-09,ACH DEBIT COLUMBIA RIVER FRE CCD,-3408.45,679585.56,017090766768646
2026-04-09,ACH DEBIT NOOKSACK BERRY GRO CCD,-5925.70,673659.86,868216812794839
2026-04-09,ACH DEBIT PACIFIC FLEET FUEL CCD,-2959.07,670700.79,414256669713384
2026-04-09,ACH DEBIT SALEM PALLET RECYC CCD,-384.48,670316.31,676377776079752
2026-04-09,ACH DEBIT MILL CREEK TEMP CO CCD,-1123.14,669193.17,891146641141671
2026-04-09,ACH DEBIT NORTHWEST REEFER T CCD,-3081.94,666111.23,147155363702922
2026-04-09,ACH DEBIT METHOW VALLEY APPL CCD,-9163.57,656947.66,478949863808742
2026-04-09,ACH DEBIT TREASURE VALLEY TR CCD,-2561.81,654385.85,873637473327564
2026-04-09,ACH DEBIT SIUSLAW CRANBERRY  CCD,-11216.68,643169.17,627592190375314
2026-04-09,ACH DEBIT MCKENZIE RIVER MIL CCD,-11883.06,631286.11,633966185115460
2026-04-09,ACH DEBIT NEWBERG NUT GROWER CCD,-9288.67,621997.44,777659463458710
2026-04-09,ACH DEBIT PAYETTE VALLEY BEE CCD,-7861.22,614136.22,048704329453115
2026-04-09,ACH DEBIT SNAKE RIVER TROUT  CCD,-10895.89,603240.33,406622399216658
2026-04-09,ACH DEBIT COLUMBIA BASIN WAT CCD,-417.80,602822.53,611556050123979
2026-04-09,ACH DEBIT METRO WASTE HAULER CCD,-512.53,602310.00,511258243760019
2026-04-09,ACH DEBIT UMPQUA OAT MILL CCD,-13991.96,588318.04,615587471014920
2026-04-10,ACH CREDIT PIONEER SQUARE P PPD,16252.74,604570.78,470268170663511
2026-04-10,ACH CREDIT WHIDBEY HARVEST  PPD,22560.52,627131.30,928539833199923
2026-04-10,ACH CREDIT FIDDLEHEAD TAPRO PPD,3937.47,631068.77,142698868366326
2026-04-10,REMOTE DEPOSIT CAPTURE,2418.84,633487.61,7482
2026-04-10,REMOTE DEPOSIT CAPTURE,15438.62,648926.23,3762
2026-04-10,REMOTE DEPOSIT CAPTURE,21529.67,670455.90,500
2026-04-10,ACH CREDIT FILBERT & OAK MA PPD,24872.86,695328.76,660645761855141
2026-04-10,CHECK 40277,-869.81,694458.95,40277
2026-04-10,CHECK 40278,-1262.19,693196.76,40278
2026-04-10,CHECK 40283,-12406.47,680790.29,40283
2026-04-10,CHECK 40285,-14989.96,665800.33,40285
2026-04-10,CHECK 40290,-26396.66,639403.67,40290
2026-04-10,FIRST CASCADE LOAN PMT 7719,-6246.17,633157.50,
2026-04-13,REMOTE DEPOSIT CAPTURE,25409.31,658566.81,8651
2026-04-13,ACH CREDIT RIVERBEND NATURA PPD,21920.63,680487.44,355023937812035
2026-04-13,REMOTE DEPOSIT CAPTURE,23930.58,704418.02,9018
2026-04-13,ACH CREDIT HERON CAFE PPD,1602.39,706020.41,787496716036815
2026-04-13,ACH CREDIT UPLAND KITCHEN PPD,3826.92,709847.33,100875236760040
2026-04-13,ACH CREDIT JUBILEE CANTINA PPD,1998.32,711845.65,861241809100978
2026-04-13,ACH CREDIT GORGE VALLEY CO- PPD,15743.40,727589.05,686661950043736
2026-04-13,ACH CREDIT ELK ROCK PROVISI PPD,17058.13,744647.18,115885572718753
2026-04-13,ACH CREDIT MADRONA FOOD CO- PPD,13269.11,757916.29,251478433625539
2026-04-13,REMOTE DEPOSIT CAPTURE,25055.15,782971.44,8562
2026-04-13,"INCOMING WIRE ALPENKOST GMBH EUR 10,376.62",11223.35,794194.79,FT1004308078
2026-04-13,ACH CREDIT ALDER STREET MAR PPD,21946.30,816141.09,117817727268991
2026-04-13,REMOTE DEPOSIT CAPTURE,23092.42,839233.51,525
2026-04-13,ACH CREDIT YEW GRILL PPD,748.95,839982.46,295331223304928
2026-04-13,ACH CREDIT FILBERT & OAK MA PPD,15169.61,855152.07,801537321936149
2026-04-13,REMOTE DEPOSIT CAPTURE,26807.25,881959.32,1535
2026-04-13,CHECK 40293,-6846.75,875112.57,40293
2026-04-13,CHECK 40303,-12073.67,863038.90,40303
2026-04-13,CHECK 40306,-14533.75,848505.15,40306
2026-04-14,REMOTE DEPOSIT CAPTURE,17135.71,865640.86,8874
2026-04-14,ACH CREDIT VASHON ISLAND MA PPD,25275.22,890916.08,286871644314812
2026-04-14,ACH CREDIT MOUNTAIN GROCERS PPD,24488.05,915404.13,406160302177682
2026-04-14,ACH CREDIT DRIFTWOOD PANTRY PPD,15865.90,931270.03,216251808421876
2026-04-14,CHECK 40295,-6969.92,924300.11,40295
2026-04-14,CHECK 40300,-11516.52,912783.59,40300
2026-04-15,ACH CREDIT SAWTOOTH NATURAL PPD,13466.98,926250.57,311822733845251
2026-04-15,ACH CREDIT BELMONT NATURAL  PPD,16942.27,943192.84,451456925898553
2026-04-15,CHECK 40292,-14450.97,928741.87,40292
2026-04-15,CHECK 40294,-806.61,927935.26,40294
2026-04-15,CHECK 40297,-8591.92,919343.34,40297
2026-04-15,CHECK 40299,-13304.68,906038.66,40299
2026-04-15,CHECK 40304,-9227.77,896810.89,40304
2026-04-15,CHECK 40305,-9225.44,887585.45,40305
2026-04-15,PINNACLE PAYROLL SVCS PAYROLL DD,-161876.24,725709.21,
2026-04-16,REMOTE DEPOSIT CAPTURE,21684.60,747393.81,3258
2026-04-16,REMOTE DEPOSIT CAPTURE,14701.41,762095.22,4896
2026-04-16,ACH CREDIT QUILL GRILL PPD,1932.96,764028.18,534716266872451
2026-04-16,CHECK 40296,-7803.32,756224.86,40296
2026-04-16,CHECK 40298,-23203.38,733021.48,40298
2026-04-16,ACH DEBIT DESCHUTES BREWING  CCD,-13264.43,719757.05,293052566004965
2026-04-16,ACH DEBIT CLEARWATER CREAMER CCD,-7797.32,711959.73,176611120257694
2026-04-16,ACH DEBIT PACIFIC COAST PACK CCD,-3708.37,708251.36,201035564058768
2026-04-16,ACH DEBIT PUGET SOUND SHELLF CCD,-22790.60,685460.76,147976619043682
2026-04-16,ACH DEBIT COWLITZ CREEK FARM CCD,-6049.00,679411.76,926794042760989
2026-04-16,ACH DEBIT COLUMBIA RIVER FRE CCD,-2060.97,677350.79,830849200093727
2026-04-16,ACH DEBIT NOOKSACK BERRY GRO CCD,-7783.06,669567.73,603488163915720
2026-04-16,ACH DEBIT WALLA WALLA ONION  CCD,-12269.51,657298.22,609131264621015
2026-04-16,ACH DEBIT BRIGHTLINE JANITOR CCD,-1518.62,655779.60,219775763527965
2026-04-16,ACH DEBIT PACIFIC FLEET FUEL CCD,-3315.11,652464.49,379916651552836
2026-04-16,ACH DEBIT CHEHALIS VALLEY EG CCD,-4018.99,648445.50,739325007694043
2026-04-16,ACH DEBIT EMERALD CITY COLD  CCD,-2819.10,645626.40,349131652201265
2026-04-16,ACH DEBIT NORTHWEST REEFER T CCD,-1215.13,644411.27,038520294675003
2026-04-16,ACH DEBIT METHOW VALLEY APPL CCD,-10324.58,634086.69,517012725939833
2026-04-16,ACH DEBIT SOUND CARTAGE CO. CCD,-3369.99,630716.70,938004953202942
2026-04-16,ACH DEBIT CHINOOK SMOKEHOUSE CCD,-14910.09,615806.61,379263948866865
2026-04-16,ACH DEBIT TREASURE VALLEY TR CCD,-2340.81,613465.80,310015433475540
2026-04-16,ACH DEBIT LUMMI BAY SEAFOOD CCD,-15115.47,598350.33,233058256774863
2026-04-16,ACH DEBIT BITTERROOT BAKEHOU CCD,-9199.63,589150.70,812502523605276
2026-04-16,ACH DEBIT MCKENZIE RIVER MIL CCD,-9049.50,580101.20,512759410510802
2026-04-16,ACH DEBIT NEWBERG NUT GROWER CCD,-7461.46,572639.74,367398043995589
2026-04-16,ACH DEBIT TETON VALLEY TROUT CCD,-15740.69,556899.05,250800627924156
2026-04-16,ACH DEBIT PORTLAND FLEET WAS CCD,-314.53,556584.52,740719441703035
2026-04-16,ACH DEBIT PAYETTE VALLEY BEE CCD,-8216.94,548367.58,758272199858942
2026-04-16,ACH DEBIT SNAKE RIVER TROUT  CCD,-13098.59,535268.99,749832949580013
2026-04-16,ACH DEBIT COQUILLE DAIRY COO CCD,-6655.01,528613.98,262678130357999
2026-04-16,ACH DEBIT COLUMBIA BASIN WAT CCD,-499.23,528114.75,219073057836569
2026-04-16,ACH DEBIT WILLAMETTE VALLEY  CCD,-7696.55,520418.20,032101988746533
2026-04-16,ACH DEBIT BOARDMAN TREE FRUI CCD,-16380.07,504038.13,959277844707496
2026-04-16,ACH DEBIT WALLOWA GRASS-FED  CCD,-18829.28,485208.85,470124652043621
2026-04-16,ACH DEBIT COLUMBIA GORGE ORC CCD,-7523.39,477685.46,306127838858023
2026-04-16,ACH DEBIT PALOUSE LENTIL GRO CCD,-14146.78,463538.68,697290177338299
2026-04-17,REMOTE DEPOSIT CAPTURE,2577.47,466116.15,15
2026-04-17,REMOTE DEPOSIT CAPTURE,1308.42,467424.57,8674
2026-04-17,ACH CREDIT NORTHSTAR DELI PPD,2180.16,469604.73,797617902929998
2026-04-17,ACH CREDIT UMPQUA VALLEY FO PPD,14088.31,483693.04,692603223379517
2026-04-17,CHECK 40301,-3195.03,480498.01,40301
2026-04-17,CHECK 40302,-13389.54,467108.47,40302
2026-04-20,REMOTE DEPOSIT CAPTURE,2135.45,469243.92,9167
2026-04-20,REMOTE DEPOSIT CAPTURE,26197.30,495441.22,8741
2026-04-20,ACH CREDIT BELLWETHER TAVER PPD,3903.22,499344.44,223487791272191
2026-04-20,ACH CREDIT LUMEN KITCHEN PPD,2864.35,502208.79,248813402226918
2026-04-20,ACH CREDIT KINFOLK PIZZERIA PPD,1369.77,503578.56,781064699208447
2026-04-20,ACH CREDIT KINFOLK PIZZERIA PPD,3323.82,506902.38,765021894649879
2026-04-20,ACH CREDIT WHIDBEY HARVEST  PPD,11717.66,518620.04,282251866112907
2026-04-20,ACH CREDIT GULL EATERY PPD,4033.34,522653.38,455380143579032
2026-04-20,REMOTE DEPOSIT CAPTURE,3791.77,526445.15,354
2026-04-20,ACH CREDIT GORGE VALLEY CO- PPD,18860.46,545305.61,805264724794496
2026-04-20,ACH CREDIT HAWTHORNE FRESH  PPD,27013.20,572318.81,356673431002398
2026-04-20,REMOTE DEPOSIT CAPTURE,23641.48,595960.29,7036
2026-04-20,REMOTE DEPOSIT CAPTURE,21009.71,616970.00,1962
2026-04-20,REMOTE DEPOSIT CAPTURE,16980.43,633950.43,6308
2026-04-20,REMOTE DEPOSIT CAPTURE,1106.18,635056.61,139
2026-04-20,ACH CREDIT ROSE CITY MARKET PPD,27098.29,662154.90,943658726858475
2026-04-20,REMOTE DEPOSIT CAPTURE,1276.54,663431.44,1281
2026-04-20,ACH CREDIT OXBOW SMOKEHOUSE PPD,2400.00,665831.44,093022106318462
2026-04-20,ACH CREDIT IRONWOOD GROCERY PPD,18621.98,684453.42,705993986191253
2026-04-20,REMOTE DEPOSIT CAPTURE,25282.19,709735.61,8655
2026-04-20,REMOTE DEPOSIT CAPTURE,2723.76,712459.37,4515
2026-04-20,ACH CREDIT KESTREL MARKET H PPD,25563.69,738023.06,945359654320279
2026-04-20,CHECK 40314,-15192.20,722830.86,40314
2026-04-21,ACH CREDIT PIONEER SQUARE P PPD,16764.84,739595.70,631459382447356
2026-04-21,REMOTE DEPOSIT CAPTURE,18545.31,758141.01,3543
2026-04-21,REMOTE DEPOSIT CAPTURE,25376.90,783517.91,7558
2026-04-21,REMOTE DEPOSIT CAPTURE,2589.78,786107.69,4427
2026-04-21,CHECK 40308,-4630.08,781477.61,40308
2026-04-21,CHECK 40309,-9747.45,771730.16,40309
2026-04-21,CHECK 40310,-7355.98,764374.18,40310
2026-04-22,REMOTE DEPOSIT CAPTURE,26628.77,791002.95,5813
2026-04-22,ACH CREDIT MADRONA FOOD CO- PPD,14771.31,805774.26,964497777451863
2026-04-22,"INCOMING WIRE ALPENKOST GMBH EUR 9,695.94",10581.18,816355.44,FT3163466838
2026-04-22,REMOTE DEPOSIT CAPTURE,3549.64,819905.08,6904
2026-04-22,CHECK 40307,-10418.50,809486.58,40307
2026-04-22,CHECK 40313,-13175.70,796310.88,40313
2026-04-22,CHECK 40318,-13045.70,783265.18,40318
2026-04-22,CHECK 40322,-12507.79,770757.39,40322
2026-04-23,ACH CREDIT URSA NOODLE HOUS PPD,1721.60,772478.99,605419537919109
2026-04-23,ACH CREDIT HUCKLEBERRY GRIL PPD,2485.52,774964.51,243391388824359
2026-04-23,REMOTE DEPOSIT CAPTURE,25340.41,800304.92,4859
2026-04-23,CHECK 40311,-6381.53,793923.39,40311
2026-04-23,CHECK 40315,-7828.67,786094.72,40315
2026-04-23,CHECK 40320,-8499.45,777595.27,40320
2026-04-23,CHECK 40324,-278.27,777317.00,40324
2026-04-23,ACH DEBIT RIDGEWIRE TELECOM CCD,-1254.62,776062.38,611784591364661
2026-04-23,ACH DEBIT DESCHUTES BREWING  CCD,-10104.30,765958.08,197051171716997
2026-04-23,ACH DEBIT PACIFIC COAST PACK CCD,-2972.95,762985.13,981944438361576
2026-04-23,ACH DEBIT TALENT BRIDGE STAF CCD,-2688.45,760296.68,320436928967661
2026-04-23,ACH DEBIT RIDGELINE EXPRESS CCD,-1091.82,759204.86,021065563625433
2026-04-23,ACH DEBIT WILLAMETTE SANITAT CCD,-516.83,758688.03,555438378435586
2026-04-23,ACH DEBIT ROGUE VALLEY CHEES CCD,-15739.21,742948.82,456229010152775
2026-04-23,ACH DEBIT MT. HOOD BERRY FAR CCD,-26071.07,716877.75,069408453924406
2026-04-23,ACH DEBIT COWLITZ CREEK FARM CCD,-5905.19,710972.56,899962587236546
2026-04-23,ACH DEBIT COLUMBIA RIVER FRE CCD,-2889.50,708083.06,574144871460766
2026-04-23,ACH DEBIT YAKIMA HOP & HERB CCD,-15723.66,692359.40,904886455977739
2026-04-23,ACH DEBIT CLOUDLEDGER SOFTWA CCD,-630.75,691728.65,062560947644271
2026-04-23,ACH DEBIT WALLA WALLA ONION  CCD,-9837.24,681891.41,305670905763949
2026-04-23,ACH DEBIT PACIFIC FLEET FUEL CCD,-3024.81,678866.60,589562010398190
2026-04-23,ACH DEBIT CROWN LINEN & UNIF CCD,-594.75,678271.85,984776970442995
2026-04-23,ACH DEBIT NORTHGATE IT PARTN CCD,-2499.43,675772.42,769281314343932
2026-04-23,ACH DEBIT NORTHWEST REEFER T CCD,-3860.16,671912.26,765143481708897
2026-04-23,ACH DEBIT METHOW VALLEY APPL CCD,-4767.56,667144.70,138649025700756
2026-04-23,ACH DEBIT CHINOOK SMOKEHOUSE CCD,-7002.27,660142.43,477682945937537
2026-04-23,ACH DEBIT TREASURE VALLEY TR CCD,-1905.17,658237.26,867627233921687
2026-04-23,ACH DEBIT SIUSLAW CRANBERRY  CCD,-5780.97,652456.29,643174353382790
2026-04-23,ACH DEBIT LUMMI BAY SEAFOOD CCD,-12695.93,639760.36,402272945330179
2026-04-23,ACH DEBIT BITTERROOT BAKEHOU CCD,-5438.51,634321.85,199582190691131
2026-04-23,ACH DEBIT TETON VALLEY TROUT CCD,-6598.62,627723.23,566270745789432
2026-04-23,ACH DEBIT PAYETTE VALLEY BEE CCD,-8738.67,618984.56,644722771864219
2026-04-23,ACH DEBIT SNAKE RIVER TROUT  CCD,-12730.29,606254.27,146182877155707
2026-04-23,ACH DEBIT COASTLINE SHREDDIN CCD,-144.52,606109.75,472200394205493
2026-04-23,ACH DEBIT HOOD CANAL OYSTER  CCD,-4549.78,601559.97,787047804523937
2026-04-23,ACH DEBIT COLUMBIA GORGE ORC CCD,-15516.79,586043.18,138282827387508
2026-04-23,ACH DEBIT PALOUSE LENTIL GRO CCD,-5693.77,580349.41,893073622034723
2026-04-23,ACH DEBIT HERMISTON MELON FA CCD,-4276.81,576072.60,872738758940055
2026-04-23,ACH DEBIT EVERGREEN BOX & FI CCD,-2808.93,573263.67,428272936448593
2026-04-24,ACH CREDIT BELLWETHER TAVER PPD,1118.39,574382.06,499157733125636
2026-04-24,ACH CREDIT CINDER KITCHEN PPD,2804.75,577186.81,746615850520285
2026-04-24,ACH CREDIT ALDER STREET MAR PPD,19210.48,596397.29,692016912003419
2026-04-24,ACH CREDIT DOGWOOD BISTRO PPD,3223.65,599620.94,539271507134135
2026-04-24,ACH CREDIT DESCHUTES FOOD H PPD,11368.92,610989.86,590498740257601
2026-04-24,CHECK 40312,-4132.44,606857.42,40312
2026-04-24,CHECK 40316,-3834.35,603023.07,40316
2026-04-24,CHECK 40317,-8935.00,594088.07,40317
2026-04-24,CHECK 40319,-3842.37,590245.70,40319
2026-04-24,CHECK 40321,-7835.27,582410.43,40321
2026-04-24,CHECK 40323,-11449.40,570961.03,40323
2026-04-24,CHECK 40325,-9991.62,560969.41,40325
2026-04-24,FIRST CASCADE LOC INTEREST 5512,-6123.75,554845.66,
2026-04-24,FIRST CASCADE LOC ADVANCE 5512,55000.00,609845.66,
2026-04-27,REMOTE DEPOSIT CAPTURE,19736.94,629582.60,5677
2026-04-27,ACH CREDIT YAKIMA ORCHARD M PPD,20391.96,649974.56,237924036181201
2026-04-27,ACH CREDIT GABLE BRASSERIE PPD,3288.07,653262.63,219734210991164
2026-04-27,ACH CREDIT ASTER KITCHEN PPD,4000.61,657263.24,273685741848539
2026-04-27,ACH CREDIT JUNIPER HILL FOO PPD,22461.23,679724.47,214480454187386
2026-04-27,REMOTE DEPOSIT CAPTURE,22322.79,702047.26,7953
2026-04-27,ACH CREDIT HERON CAFE PPD,3574.86,705622.12,376042835144569
2026-04-27,REMOTE DEPOSIT CAPTURE,3055.24,708677.36,3131
2026-04-27,ACH CREDIT SAWTOOTH NATURAL PPD,12070.27,720747.63,655685102703105
2026-04-27,REMOTE DEPOSIT CAPTURE,1859.03,722606.66,5248
2026-04-27,ACH CREDIT VASHON ISLAND MA PPD,23238.19,745844.85,141571218931365
2026-04-27,REMOTE DEPOSIT CAPTURE,3261.65,749106.50,2735
2026-04-27,ACH CREDIT HARBOR TAVERN PPD,1984.46,751090.96,751463435579291
2026-04-27,REMOTE DEPOSIT CAPTURE,788.25,751879.21,5098
2026-04-27,ACH CREDIT IRONWOOD GROCERY PPD,26479.75,778358.96,712941022729713
2026-04-27,ACH CREDIT FOXGLOVE MARKET PPD,27246.68,805605.64,057897043079280
2026-04-27,CHECK 40326,-13263.82,792341.82,40326
2026-04-27,CHECK 40330,-6781.76,785560.06,40330
2026-04-27,CHECK 40331,-1611.56,783948.50,40331
2026-04-27,CHECK 40335,-6970.61,776977.89,40335
2026-04-27,CHECK 40336,-14754.58,762223.31,40336
2026-04-27,CHECK 40338,-3788.26,758435.05,40338
2026-04-28,ACH CREDIT HAWTHORNE FRESH  PPD,25722.89,784157.94,757979350609831
2026-04-28,REMOTE DEPOSIT CAPTURE,2450.20,786608.14,3608
2026-04-28,ACH CREDIT UNDERTOW BAKERY PPD,4192.04,790800.18,954967162258878
2026-04-28,ACH CREDIT DRIFTWOOD PANTRY PPD,25267.05,816067.23,424432025335597
2026-04-28,CHECK 40328,-15173.47,800893.76,40328
2026-04-28,CHECK 40329,-12738.18,788155.58,40329
2026-04-28,CHECK 40340,-13830.17,774325.41,40340
2026-04-29,ACH CREDIT ELK ROCK PROVISI PPD,21299.02,795624.43,181557337309288
2026-04-29,ACH CREDIT UNDERTOW BAKERY PPD,2354.75,797979.18,913934888455026
2026-04-29,REMOTE DEPOSIT CAPTURE,22428.39,820407.57,8999
2026-04-29,REMOTE DEPOSIT CAPTURE,21063.10,841470.67,4287
2026-04-29,CHECK 40332,-4221.10,837249.57,40332
2026-04-29,CHECK 40334,-7407.40,829842.17,40334
2026-04-30,ACH CREDIT RIVERBEND NATURA PPD,15900.92,845743.09,625425005507011
2026-04-30,REMOTE DEPOSIT CAPTURE,11978.31,857721.40,5566
2026-04-30,ACH CREDIT GULL EATERY PPD,3297.06,861018.46,270465212051640
2026-04-30,REMOTE DEPOSIT CAPTURE,21169.35,882187.81,3239
2026-04-30,REMOTE DEPOSIT CAPTURE,1534.22,883722.03,5246
2026-04-30,CHECK 40333,-8970.06,874751.97,40333
2026-04-30,CHECK 40339,-11079.77,863672.20,40339
2026-04-30,ACH DEBIT CLEARWATER CREAMER CCD,-13288.36,850383.84,227272752070432
2026-04-30,ACH DEBIT PACIFIC COAST PACK CCD,-8108.20,842275.64,230209406041317
2026-04-30,ACH DEBIT RIDGELINE EXPRESS CCD,-516.15,841759.49,082493423630541
2026-04-30,ACH DEBIT WILLAMETTE SANITAT CCD,-794.74,840964.75,097404170064953
2026-04-30,ACH DEBIT ROGUE VALLEY CHEES CCD,-10608.94,830355.81,621843929970353
2026-04-30,ACH DEBIT COLUMBIA RIVER FRE CCD,-2056.10,828299.71,295750796099121
2026-04-30,ACH DEBIT NOOKSACK BERRY GRO CCD,-9573.99,818725.72,087062356495046
2026-04-30,ACH DEBIT YAKIMA HOP & HERB CCD,-10692.66,808033.06,904286570014728
2026-04-30,ACH DEBIT WALLA WALLA ONION  CCD,-3916.91,804116.15,230461135936393
